PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2022/Dec2022.pdf
Title page: 31 | Table start page: 31
Parsing page: 31 (crop_right_ratio=0.65)
Numeric centers (xc): (230.155484, 286.74594416, 346.33852944)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和４年産米の産地別契約・販売状況 |  |  | ２令和４年産米の産地別契約・販売状況 | 
（累計、うるち米、 |  |  | （累計、うるち米、 | 
指数 |  |  | 指数 | 
①② |  |  | ①② | 
北海道 | 北海道 |  | general | (182.4, 188.5, 34.0)
ななつぼし |  |  | ななつぼし | (87.0, 103.5, 15.7)
ゆめぴりか |  |  | ゆめぴりか | (60.6, 45.7, 7.8)
きらら３９７ |  |  | きらら３９７ | (10.6, 14.7, 0.7)
青森 | 青森 |  | general | (70.3, 67.9, 6.0)
まっしぐら |  |  | まっしぐら | (49.6, 50.1, 2.5)
つがるロマン |  |  | つがるロマン | (9.7, 7.9, 1.0)
岩手 | 岩手 |  | general | (69.3, 74.2, 4.5)
ひとめぼれ |  |  | ひとめぼれ | (51.5, 57.4, 2.8)
あきたこまち |  |  | あきたこまち | (8.6, 6.6, 0.5)
銀河のしずく |  |  | 銀河のしずく | (4.8, 6.0, 0.7)
宮城 | 宮城 |  | general | (102.1, 117.5, 6.4)
ひとめぼれ |  |  | ひとめぼれ | (75.1, 91.5, 4.2)
つや姫 |  |  | つや姫 | (11.4, 11.9, 0.8)
ササニシキ |  |  | ササニシキ | (6.1, 7.9, 0.7)
秋田 | 秋田 |  | general | (177.5, 186.2, 15.3)
あきたこまち |  |  | あきたこまち | (159.1, 160.0, 13.1)
めんこいな |  |  | めんこいな | (5.1, 5.4, 0.4)
ひとめぼれ |  |  | ひとめぼれ | (3.7, 14.0, 0.3)
山形 | 山形 |  | general | (122.7, 91.2, 9.8)
はえぬき |  |  | はえぬき | (64.9, 43.8, 2.9)
つや姫 |  |  | つや姫 | (25.1, 23.1, 3.7)
雪若丸 |  |  | 雪若丸 | (15.0, 12.1, 1.3)
福島 | 福島 |  | general | (104.8, 60.4, 5.4)
コシヒカリ中通り |  |  | コシヒカリ中通り | (31.5, 7.8, 0.7)
コシヒカリ会津 |  |  | コシヒカリ会津 | (26.2, 27.0, 0.6)
コシヒカリ浜通り |  |  | コシヒカリ浜通り | (4.0, 3.2, 0.1)
ひとめぼれ |  |  | ひとめぼれ | (18.5, 8.8, 1.2)
天のつぶ |  |  | 天のつぶ | (12.5, 9.4, 2.0)
茨城 | 茨城 |  | general | (52.7, 43.2, 6.4)
コシヒカリ |  |  | コシヒカリ | (38.4, 28.4, 3.2)
あきたこまち |  |  | あきたこまち | (7.1, 9.0, 2.6)
ふくまる |  |  | ふくまる | (2.3, 2.2, 0.1)
栃木 | 栃木 |  | general | (76.0, 66.0, 2.9)
コシヒカリ |  |  | コシヒカリ | (61.4, 53.3, 2.3)
とちぎの星 |  |  | とちぎの星 | (7.0, 7.1, 0.2)
あさひの夢 |  |  | あさひの夢 | (2.2, 2.7, 0.1)
群馬 | 群馬 |  | general | (0.1, 5.6, 0.0)
あさひの夢 |  |  | あさひの夢 | (0.0, 4.9, 0.0)
ゆめまつり |  |  | ゆめまつり | (0.0, 0.7, nan)
埼玉 | 埼玉 |  | general | (11.9, 10.5, 0.8)
彩のかがやき |  |  | 彩のかがやき | (3.1, 4.2, 0.2)
彩のきずな |  |  | 彩のきずな | (4.3, 4.3, 0.3)
コシヒカリ |  |  | コシヒカリ | (3.6, 1.9, 0.2)
千葉 | 千葉 |  | general | (40.6, 27.3, 14.2)
コシヒカリ |  |  | コシヒカリ | (20.5, 14.7, 5.9)
ふさこがね |  |  | ふさこがね | (6.9, 3.7, 2.1)
ふさおとめ |  |  | ふさおとめ | (8.7, 6.1, 4.6)
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (1.9, 0.1, 0.1)
山梨 | 山梨 |  | general | (3.5, 0.4, 0.4)
コシヒカリ |  |  | コシヒカリ | (3.0, 0.3, 0.3)
長野 | 長野 |  | general | (41.8, 41.3, 3.5)
コシヒカリ |  |  | コシヒカリ | (33.2, 33.0, 2.6)
あきたこまち |  |  | あきたこまち | (4.4, 4.6, 0.4)
静岡 | 静岡 |  | general | (7.5, 1.7, 0.7)
コシヒカリ |  |  | コシヒカリ | (4.3, 1.4, 0.6)
きぬむすめ |  |  | きぬむすめ | (1.6, 0.1, 0.0)
あいちのかおり |  |  | あいちのかおり | (0.5, 0.1, 0.0)
契約 |  |  | 契約 | 
