PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2018/Feb2018.pdf
Title page: 10 | Table start page: 10
Parsing page: 10 (crop_right_ratio=0.65)
Numeric centers (xc): (185.73940159, 255.93827683, 326.19669077000003)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
（2）平成29年産米の産地別契約・販売状況 |  |  | （2）平成29年産米の産地別契約・販売状況 | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
北海道 | 北海道 |  | general | (332.2, 255.9, 94.0)
ななつぼし |  |  | ななつぼし | (155.3, 136.8, 43.9)
ゆめぴりか |  |  | ゆめぴりか | (84.5, 52.1, 21.7)
きらら３９７ |  |  | きらら３９７ | (35.6, 27.2, 4.2)
青森 | 青森 |  | general | (128.0, 89.1, 22.5)
まっしぐら |  |  | まっしぐら | (80.9, 53.6, 12.5)
つがるロマン |  |  | つがるロマン | (36.3, 25.6, 5.9)
岩手 | 岩手 |  | general | (117.6, 113.3, 21.0)
ひとめぼれ |  |  | ひとめぼれ | (91.4, 90.0, 16.8)
あきたこまち |  |  | あきたこまち | (15.0, 13.7, 1.2)
いわてっこ |  |  | いわてっこ | (2.5, 2.0, 0.2)
宮城 | 宮城 |  | general | (128.4, 132.5, 25.0)
ひとめぼれ |  |  | ひとめぼれ | (101.4, 113.0, 17.1)
つや姫 |  |  | つや姫 | (11.1, 8.2, 4.0)
ササニシキ |  |  | ササニシキ | (8.1, 6.4, 2.1)
秋田 | 秋田 |  | general | (211.9, 129.9, 52.9)
あきたこまち |  |  | あきたこまち | (170.7, 110.4, 46.8)
めんこいな |  |  | めんこいな | (8.3, 2.9, 1.4)
ひとめぼれ |  |  | ひとめぼれ | (20.0, 12.4, 2.4)
山形 | 山形 |  | general | (179.5, 122.9, 33.2)
はえぬき |  |  | はえぬき | (105.6, 68.6, 13.8)
つや姫 |  |  | つや姫 | (35.5, 29.0, 10.3)
ひとめぼれ |  |  | ひとめぼれ | (17.1, 11.6, 4.7)
福島 | 福島 |  | general | (147.1, 88.4, 19.3)
コシヒカリ中通り |  |  | コシヒカリ中通り | (48.2, 27.0, 8.7)
コシヒカリ会津 |  |  | コシヒカリ会津 | (41.0, 32.4, 4.3)
コシヒカリ浜通り |  |  | コシヒカリ浜通り | (8.9, 4.2, 0.3)
ひとめぼれ |  |  | ひとめぼれ | (27.5, 15.3, 3.2)
天のつぶ |  |  | 天のつぶ | (11.0, 4.6, 1.0)
茨城 | 茨城 |  | general | (61.7, 45.9, 21.4)
コシヒカリ |  |  | コシヒカリ | (47.1, 34.9, 12.6)
あきたこまち |  |  | あきたこまち | (8.6, 7.9, 7.5)
ゆめひたち |  |  | ゆめひたち | (0.3, 0.0, 0.0)
栃木 | 栃木 |  | general | (121.1, 76.4, 16.2)
コシヒカリ |  |  | コシヒカリ | (99.2, 67.5, 13.0)
あさひの夢 |  |  | あさひの夢 | (8.0, 2.7, 0.9)
なすひかり |  |  | なすひかり | (7.3, 2.8, 1.2)
群馬 | 群馬 |  | general | (23.1, 8.0, 2.8)
あさひの夢 |  |  | あさひの夢 | (15.4, 6.1, 1.8)
ゆめまつり |  |  | ゆめまつり | (5.2, 1.0, 0.3)
埼玉 | 埼玉 |  | general | (20.0, 14.9, 3.5)
彩のかがやき |  |  | 彩のかがやき | (9.6, 7.1, 1.7)
コシヒカリ |  |  | コシヒカリ | (6.2, 5.2, 1.3)
彩のきずな |  |  | 彩のきずな | (2.9, 2.3, 0.1)
千葉 | 千葉 |  | general | (66.9, 60.3, 34.4)
コシヒカリ |  |  | コシヒカリ | (34.2, 29.9, 15.8)
ふさこがね |  |  | ふさこがね | (13.1, 13.2, 6.5)
ふさおとめ |  |  | ふさおとめ | (15.1, 13.7, 10.0)
２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である |  |  | ２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致し |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致し | 
９「参考：前年同月比」で、現時点において29年産又は28年産に数量がなかった場合は |  |  | ９「参考：前年同月比」で、現時点において29年産又は28年産に数量がなかった場合は | 
‐4 |  |  | ‐4 | 
