PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2021/Sep2021.pdf
Title page: 10 | Table start page: 10
Parsing page: 10 (crop_right_ratio=0.65)
Numeric centers (xc): (222.73319536000002, 265.75103952, 341.40956400000005)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2令和2年産米の産地別契約・販売状況 |  |  | 2令和2年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
北海道 | 北海道 |  | general | (369.4, 326.1, 247.8)
ななつぼし178.6163.592% |  |  | ななつぼし178.6163.592% | (178.6, 163.5, 124.6)
ゆめぴりか82.378.996% |  |  | ゆめぴりか82.378.996% | (82.3, 78.9, 63.1)
きらら３９７47.231.767% |  |  | きらら３９７47.231.767% | (47.2, 31.7, 19.4)
青 |  |  | 青 | (147.2, 138.4, 87.0)
まっしぐら111.6104.594% |  |  | まっしぐら111.6104.594% | (111.6, 104.5, 59.6)
つがるロマン24.623.194% |  |  | つがるロマン24.623.194% | (24.6, 23.1, 18.2)
岩 |  |  | 岩 | (139.1, 135.0, 85.4)
ひとめぼれ105.6101.896% |  |  | ひとめぼれ105.6101.896% | (105.6, 101.8, 67.2)
あきたこまち16.516.5100% |  |  | あきたこまち16.516.5100% | (16.5, 16.5, 7.4)
銀河のしずく7.17.1100% |  |  | 銀河のしずく7.17.1100% | (7.1, 7.1, 4.4)
宮 |  |  | 宮 | (192.3, 175.2, 96.8)
ひとめぼれ148.4135.191% |  |  | ひとめぼれ148.4135.191% | (148.4, 135.1, 71.3)
つや姫14.213.595% |  |  | つや姫14.213.595% | (14.2, 13.5, 10.2)
ササニシキ9.79.194% |  |  | ササニシキ9.79.194% | (9.7, 9.1, 5.8)
秋 |  |  | 秋 | (280.6, 268.9, 205.4)
あきたこまち228.2222.197% |  |  | あきたこまち228.2222.197% | (228.2, 222.1, 176.6)
めんこいな14.111.682% |  |  | めんこいな14.111.682% | (14.1, 11.6, 7.8)
ひとめぼれ22.321.596% |  |  | ひとめぼれ22.321.596% | (22.3, 21.5, 12.0)
山 |  |  | 山 | (220.2, 218.4, 154.7)
はえぬき125.4125.8100% |  |  | はえぬき125.4125.8100% | (125.4, 125.8, 79.8)
つや姫45.244.999% |  |  | つや姫45.244.999% | (45.2, 44.9, 38.5)
ひとめぼれ15.715.297% |  |  | ひとめぼれ15.715.297% | (15.7, 15.2, 13.8)
福 |  |  | 福 | (151.7, 130.9, 86.6)
コシヒカリ中通り43.535.882% |  |  | コシヒカリ中通り43.535.882% | (43.5, 35.8, 26.8)
