PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2021/Nov2021.pdf
Title page: 12 | Table start page: 12
Parsing page: 12 (crop_right_ratio=0.65)
Numeric centers (xc): (244.6116637, 296.21135821999997, 350.54096233999996)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2令和3年産米の産地別契約・販売状況 |  |  | 2令和3年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数 |  |  | 指数 | 
①② |  |  | ①② | 
北海道 | 北海道 |  | general | (93.0, 201.4, 7.0)
ななつぼし46.6106.3 |  |  | ななつぼし46.6106.3 | (46.6, 106.3, 1.7)
ゆめぴりか32.456.6 |  |  | ゆめぴりか32.456.6 | (32.4, 56.6, 1.9)
きらら３９７5.017.4 |  |  | きらら３９７5.017.4 | (5.0, 17.4, 0.0)
青 |  |  | 青 | (33.9, 33.0, 1.0)
まっしぐら22.025.9 |  |  | まっしぐら22.025.9 | (22.0, 25.9, 0.2)
つがるロマン4.72.6 |  |  | つがるロマン4.72.6 | (4.7, 2.6, 0.2)
岩 |  |  | 岩 | (14.4, 52.3, 0.6)
ひとめぼれ11.841.1 |  |  | ひとめぼれ11.841.1 | (11.8, 41.1, 0.4)
あきたこまち0.83.5 |  |  | あきたこまち0.83.5 | (0.8, 3.5, 0.0)
銀河のしずく0.84.3 |  |  | 銀河のしずく0.84.3 | (0.8, 4.3, 0.2)
宮 |  |  | 宮 | (45.8, 108.3, 1.2)
ひとめぼれ38.985.8 |  |  | ひとめぼれ38.985.8 | (38.9, 85.8, 1.0)
つや姫0.610.7 |  |  | つや姫0.610.7 | (0.6, 10.7, 0.0)
ササニシキ3.17.0 |  |  | ササニシキ3.17.0 | (3.1, 7.0, 0.1)
秋 |  |  | 秋 | (91.2, 196.6, 1.8)
あきたこまち88.0169.0 |  |  | あきたこまち88.0169.0 | (88.0, 169.0, 1.7)
めんこいな0.96.5 |  |  | めんこいな0.96.5 | (0.9, 6.5, 0.0)
ひとめぼれ0.614.9 |  |  | ひとめぼれ0.614.9 | (0.6, 14.9, 0.0)
山 |  |  | 山 | (45.3, 78.9, 1.0)
はえぬき25.135.7 |  |  | はえぬき25.135.7 | (25.1, 35.7, 0.4)
つや姫2.021.2 |  |  | つや姫2.021.2 | (2.0, 21.2, 0.2)
雪若丸7.811.2 |  |  | 雪若丸7.811.2 | (7.8, 11.2, 0.2)
福 |  |  | 福 | (7.7, 52.2, 0.3)
コシヒカリ中通り1.16.4 |  |  | コシヒカリ中通り1.16.4 | (1.1, 6.4, 0.0)
コシヒカリ会津1.925.5 |  |  | コシヒカリ会津1.925.5 | (1.9, 25.5, 0.0)
コシヒカリ浜通り0.13.5 |  |  | コシヒカリ浜通り0.13.5 | (0.1, 3.5, nan)
ひとめぼれ3.48.0 |  |  | ひとめぼれ3.48.0 | (3.4, 8.0, 0.1)
天のつぶ0.46.1 |  |  | 天のつぶ0.46.1 | (0.4, 6.1, nan)
茨 |  |  | 茨 | (48.6, 28.6, 4.6)
コシヒカリ34.317.8 |  |  | コシヒカリ34.317.8 | (34.3, 17.8, 2.3)
あきたこまち9.16.6 |  |  | あきたこまち9.16.6 | (9.1, 6.6, 1.9)
あさひの夢0.0 |  |  | あさひの夢0.0 | (0.0, nan, nan)
栃 |  |  | 栃 | (56.7, 63.9, 1.0)
コシヒカリ47.752.4 |  |  | コシヒカリ47.752.4 | (47.7, 52.4, 0.8)
あさひの夢0.22.6 |  |  | あさひの夢0.22.6 | (0.2, 2.6, nan)
とちぎの星5.16.4 |  |  | とちぎの星5.16.4 | (5.1, 6.4, 0.0)
群 |  |  | 群 | 
あさひの夢- |  |  | あさひの夢- | 
ゆめまつり- |  |  | ゆめまつり- | 
埼 |  |  | 埼 | (7.2, 6.6, 0.1)
彩のかがやき0.03.2 |  |  | 彩のかがやき0.03.2 | (0.0, 3.2, nan)
彩のきずな3.41.9 |  |  | 彩のきずな3.41.9 | (3.4, 1.9, 0.0)
コシヒカリ3.61.4 |  |  | コシヒカリ3.61.4 | (3.6, 1.4, 0.0)
千 |  |  | 千 | (44.5, 21.8, 11.5)
コシヒカリ20.012.3 |  |  | コシヒカリ20.012.3 | (20.0, 12.3, 4.6)
ふさこがね10.64.5 |  |  | ふさこがね10.64.5 | (10.6, 4.5, 2.9)
ふさおとめ10.33.9 |  |  | ふさおとめ10.33.9 | (10.3, 3.9, 3.6)
東 |  |  | 東 | 
神奈川 | 神奈川 |  | general | (0.3, nan, nan)
山 |  |  | 山 | (1.1, 0.0, 0.0)
コシヒカリ0.90.0 |  |  | コシヒカリ0.90.0 | (0.9, 0.0, 0.0)
長 |  |  | 長 | (11.9, 30.7, 0.8)
コシヒカリ9.923.4 |  |  | コシヒカリ9.923.4 | (9.9, 23.4, 0.6)
あきたこまち0.94.3 |  |  | あきたこまち0.94.3 | (0.9, 4.3, 0.1)
静 |  |  | 静 | (4.9, 1.7, 0.5)
コシヒカリ4.31.4 |  |  | コシヒカリ4.31.4 | (4.3, 1.4, 0.5)
きぬむすめ0.30.1 |  |  | きぬむすめ0.30.1 | (0.3, 0.1, 0.0)
あいちのかおり-0.1 |  |  | あいちのかおり-0.1 | (nan, 0.1, nan)
契約 |  |  | 契約 | 
