PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2018/Apr2018.pdf
Title page: 8 | Table start page: 9
Parsing page: 9 (crop_right_ratio=0.65)
Numeric centers (xc): (176.15430576, 232.28218371999998, 344.56976381)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
北海道 | 北海道 |  | general | (352.4, 291.7, 135.7)
ななつぼし |  |  | ななつぼし | (164.7, 149.6, 64.7)
ゆめぴりか |  |  | ゆめぴりか | (88.9, 63.1, 33.1)
きらら３９７ |  |  | きらら３９７ | (36.7, 34.2, 8.3)
青森 | 青森 |  | general | (140.7, 108.8, 38.1)
まっしぐら |  |  | まっしぐら | (92.5, 69.4, 22.9)
つがるロマン |  |  | つがるロマン | (37.3, 28.8, 9.4)
岩手 | 岩手 |  | general | (123.6, 118.2, 38.1)
ひとめぼれ |  |  | ひとめぼれ | (95.7, 94.4, 30.4)
あきたこまち |  |  | あきたこまち | (16.5, 14.1, 3.4)
いわてっこ |  |  | いわてっこ | (2.5, 2.0, 0.5)
宮城 | 宮城 |  | general | (155.4, 138.1, 41.3)
ひとめぼれ |  |  | ひとめぼれ | (126.1, 116.8, 30.8)
つや姫 |  |  | つや姫 | (11.7, 8.4, 4.4)
ササニシキ |  |  | ササニシキ | (8.8, 6.7, 2.9)
秋田 | 秋田 |  | general | (231.4, 152.3, 82.3)
あきたこまち |  |  | あきたこまち | (187.7, 128.2, 72.0)
めんこいな |  |  | めんこいな | (9.1, 4.6, 2.3)
ひとめぼれ |  |  | ひとめぼれ | (20.2, 13.7, 4.2)
山形 | 山形 |  | general | (184.1, 145.2, 61.0)
はえぬき |  |  | はえぬき | (109.1, 84.8, 30.1)
つや姫 |  |  | つや姫 | (37.4, 31.8, 16.8)
ひとめぼれ |  |  | ひとめぼれ | (17.2, 13.1, 7.3)
福島 | 福島 |  | general | (157.9, 110.5, 39.4)
コシヒカリ中通り |  |  | コシヒカリ中通り | (51.5, 34.6, 13.1)
コシヒカリ会津 |  |  | コシヒカリ会津 | (44.1, 39.9, 12.1)
コシヒカリ浜通り |  |  | コシヒカリ浜通り | (9.1, 4.6, 0.9)
ひとめぼれ |  |  | ひとめぼれ | (29.0, 18.8, 7.0)
天のつぶ |  |  | 天のつぶ | (12.7, 6.6, 2.1)
茨城 | 茨城 |  | general | (66.2, 53.6, 32.9)
コシヒカリ |  |  | コシヒカリ | (51.1, 41.0, 23.4)
あきたこまち |  |  | あきたこまち | (9.0, 8.1, 7.7)
ゆめひたち |  |  | ゆめひたち | (0.4, 0.2, 0.0)
栃木 | 栃木 |  | general | (122.1, 90.0, 28.8)
コシヒカリ |  |  | コシヒカリ | (99.5, 78.5, 23.8)
あさひの夢 |  |  | あさひの夢 | (8.0, 3.9, 1.2)
なすひかり |  |  | なすひかり | (7.3, 3.3, 2.0)
群馬 | 群馬 |  | general | (26.0, 15.8, 6.4)
あさひの夢 |  |  | あさひの夢 | (17.6, 11.2, 4.8)
ゆめまつり |  |  | ゆめまつり | (5.8, 2.2, 0.8)
埼玉 | 埼玉 |  | general | (20.6, 18.7, 6.1)
彩のかがやき |  |  | 彩のかがやき | (9.9, 9.1, 3.3)
コシヒカリ |  |  | コシヒカリ | (6.2, 5.5, 2.1)
彩のきずな |  |  | 彩のきずな | (3.2, 3.1, 0.2)
千葉 | 千葉 |  | general | (70.5, 62.9, 43.3)
コシヒカリ |  |  | コシヒカリ | (35.7, 31.3, 20.8)
ふさこがね |  |  | ふさこがね | (13.5, 13.5, 8.6)
ふさおとめ |  |  | ふさおとめ | (16.9, 14.3, 11.6)
２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である |  |  | ２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致し |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致し | 
９「参考：前年同月比」で、現時点において29年産又は28年産に数量がなかった場合は |  |  | ９「参考：前年同月比」で、現時点において29年産又は28年産に数量がなかった場合は | 
‐4 |  |  | ‐4 | 
