PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2022/Sep2022.pdf
Title page: 32 | Table start page: 32
Parsing page: 32 (crop_right_ratio=0.65)
Numeric centers (xc): (205.90901055999998, 253.48822472, 334.75765868)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和3年産米の産地別契約・販売状況 |  |  | ２令和3年産米の産地別契約・販売状況 | 
（累計、うるち米、 |  |  | （累計、うるち米、 | 
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
北海道 | 北海道 |  | general | (367.9, 349.3, 259.7)
ななつぼし |  |  | ななつぼし | (176.6, 172.6, 140.1)
ゆめぴりか |  |  | ゆめぴりか | (93.0, 82.7, 61.7)
きらら３９７ |  |  | きらら３９７ | (33.8, 32.6, 13.9)
青森 | 青森 |  | general | (122.4, 114.8, 86.4)
まっしぐら |  |  | まっしぐら | (95.8, 89.5, 65.1)
つがるロマン |  |  | つがるロマン | (15.3, 14.1, 12.0)
岩手 | 岩手 |  | general | (132.6, 128.7, 68.8)
ひとめぼれ |  |  | ひとめぼれ | (102.7, 99.3, 54.9)
あきたこまち |  |  | あきたこまち | (14.4, 14.4, 4.8)
銀河のしずく |  |  | 銀河のしずく | (7.2, 6.8, 4.8)
宮城 | 宮城 |  | general | (181.1, 172.9, 100.1)
ひとめぼれ |  |  | ひとめぼれ | (139.3, 134.4, 72.7)
つや姫 |  |  | つや姫 | (14.7, 14.6, 10.8)
ササニシキ |  |  | ササニシキ | (9.9, 9.0, 6.2)
秋田 | 秋田 |  | general | (269.3, 262.4, 192.1)
あきたこまち |  |  | あきたこまち | (222.8, 216.6, 168.5)
めんこいな |  |  | めんこいな | (11.1, 10.9, 5.1)
ひとめぼれ |  |  | ひとめぼれ | (21.1, 20.8, 8.0)
山形 | 山形 |  | general | (211.1, 196.4, 138.5)
はえぬき |  |  | はえぬき | (120.4, 110.8, 70.3)
つや姫 |  |  | つや姫 | (43.7, 42.3, 35.8)
雪若丸 |  |  | 雪若丸 | (20.5, 17.6, 11.6)
福島 | 福島 |  | general | (127.4, 124.9, 72.5)
コシヒカリ中通り |  |  | コシヒカリ中通り | (39.2, 39.1, 28.0)
コシヒカリ会津 |  |  | コシヒカリ会津 | (31.1, 32.7, 11.3)
コシヒカリ浜通り |  |  | コシヒカリ浜通り | (5.0, 4.9, 2.5)
ひとめぼれ |  |  | ひとめぼれ | (24.1, 23.6, 14.9)
天のつぶ |  |  | 天のつぶ | (17.9, 16.4, 10.0)
茨城 | 茨城 |  | general | (81.3, 81.3, 60.4)
コシヒカリ |  |  | コシヒカリ | (59.2, 59.0, 40.4)
あきたこまち |  |  | あきたこまち | (10.7, 10.8, 10.4)
あさひの夢 |  |  | あさひの夢 | (0.2, 0.2, 0.2)
栃木 | 栃木 |  | general | (128.5, 117.2, 69.1)
コシヒカリ |  |  | コシヒカリ | (94.4, 87.0, 49.5)
あさひの夢 |  |  | あさひの夢 | (7.0, 6.0, 2.9)
とちぎの星 |  |  | とちぎの星 | (19.1, 17.3, 11.8)
群馬 | 群馬 |  | general | (18.6, 18.5, 11.8)
あさひの夢 |  |  | あさひの夢 | (12.3, 12.3, 8.1)
ゆめまつり |  |  | ゆめまつり | (3.5, 3.5, 2.0)
埼玉 | 埼玉 |  | general | (23.4, 22.3, 13.8)
彩のかがやき |  |  | 彩のかがやき | (8.7, 8.1, 6.2)
彩のきずな |  |  | 彩のきずな | (7.3, 7.1, 3.3)
コシヒカリ |  |  | コシヒカリ | (5.1, 4.8, 2.2)
千葉 | 千葉 |  | general | (69.6, 69.0, 66.4)
コシヒカリ |  |  | コシヒカリ | (34.9, 34.5, 33.5)
ふさこがね |  |  | ふさこがね | (14.8, 14.7, 14.3)
ふさおとめ |  |  | ふさおとめ | (13.1, 13.0, 12.4)
東京 | 東京 |  | general | (0.0, 0.0, 0.0)
神奈川 | 神奈川 |  | general | (2.2, 1.7, 1.7)
山梨 | 山梨 |  | general | (5.2, 3.8, 3.8)
コシヒカリ |  |  | コシヒカリ | (4.5, 3.2, 3.2)
長野 | 長野 |  | general | (65.2, 65.0, 37.2)
コシヒカリ |  |  | コシヒカリ | (52.2, 52.0, 29.2)
あきたこまち |  |  | あきたこまち | (6.6, 6.6, 4.1)
静岡 | 静岡 |  | general | (6.7, 6.7, 6.7)
コシヒカリ |  |  | コシヒカリ | (3.8, 3.8, 3.8)
きぬむすめ |  |  | きぬむすめ | (1.3, 1.3, 1.3)
あいちのかおり |  |  | あいちのかおり | (0.9, 0.9, 0.9)
契約 |  |  | 契約 | 
