PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2022/Sep2022.pdf
Title page: 32 | Table start page: 32
Parsing page: 33 (crop_right_ratio=0.65)
Numeric centers (xc): (207.1875847, 254.58691978, 335.52513273)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
新潟 | 新潟 |  | general | (272.3, 268.8, 218.2)
コシヒカリ一般 |  |  | コシヒカリ一般 | (136.8, 135.5, 110.8)
コシヒカリ魚沼 |  |  | コシヒカリ魚沼 | (29.8, 28.5, 25.5)
コシヒカリ佐渡 |  |  | コシヒカリ佐渡 | (13.9, 13.9, 11.1)
コシヒカリ岩船 |  |  | コシヒカリ岩船 | (11.0, 11.0, 8.3)
こしいぶき |  |  | こしいぶき | (42.6, 42.0, 32.9)
富山 | 富山 |  | general | (86.8, 86.2, 62.7)
コシヒカリ |  |  | コシヒカリ | (61.3, 60.8, 46.7)
てんたかく |  |  | てんたかく | (8.3, 8.3, 6.6)
石川 | 石川 |  | general | (36.8, 36.8, 19.2)
コシヒカリ |  |  | コシヒカリ | (18.3, 18.3, 8.7)
ゆめみづほ |  |  | ゆめみづほ | (7.9, 7.9, 3.7)
福井 | 福井 |  | general | (55.7, 54.7, 40.7)
コシヒカリ |  |  | コシヒカリ | (20.6, 20.6, 15.5)
ハナエチゼン |  |  | ハナエチゼン | (17.3, 17.1, 12.9)
あきさかり |  |  | あきさかり | (5.1, 4.9, 4.0)
岐阜 | 岐阜 |  | general | (21.4, 22.1, 13.6)
ハツシモ |  |  | ハツシモ | (10.3, 11.0, 5.1)
コシヒカリ |  |  | コシヒカリ | (5.1, 4.9, 3.9)
あさひの夢 |  |  | あさひの夢 | (0.1, 0.1, 0.1)
愛知 | 愛知 |  | general | (36.9, 36.9, 26.8)
あいちのかおり |  |  | あいちのかおり | (20.4, 20.4, 13.6)
コシヒカリ |  |  | コシヒカリ | (10.7, 10.7, 9.0)
大地の風 |  |  | 大地の風 | (1.3, 1.3, 0.8)
三重 | 三重 |  | general | (27.1, 27.2, 21.3)
コシヒカリ一般 |  |  | コシヒカリ一般 | (13.1, 13.2, 10.6)
コシヒカリ伊賀 |  |  | コシヒカリ伊賀 | (6.2, 6.2, 4.5)
キヌヒカリ |  |  | キヌヒカリ | (2.1, 2.1, 1.9)
滋賀 | 滋賀 |  | general | (58.9, 57.8, 41.0)
コシヒカリ |  |  | コシヒカリ | (20.0, 19.6, 14.1)
キヌヒカリ |  |  | キヌヒカリ | (10.9, 10.7, 7.4)
みずかがみ |  |  | みずかがみ | (11.4, 11.3, 8.7)
京都 | 京都 |  | general | (9.0, 8.7, 7.4)
コシヒカリ |  |  | コシヒカリ | (5.5, 5.3, 5.0)
キヌヒカリ |  |  | キヌヒカリ | (1.6, 1.6, 1.3)
ヒノヒカリ |  |  | ヒノヒカリ | (1.0, 1.0, 0.7)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (40.1, 39.4, 27.7)
コシヒカリ |  |  | コシヒカリ | (12.3, 12.1, 10.4)
ヒノヒカリ |  |  | ヒノヒカリ | (5.0, 4.6, 3.0)
キヌヒカリ |  |  | キヌヒカリ | (4.0, 3.8, 2.8)
奈良 | 奈良 |  | general | (9.0, 5.5, 5.5)
ヒノヒカリ |  |  | ヒノヒカリ | (7.7, 4.7, 4.7)
和歌山 | 和歌山 |  | general | (0.8, 0.8, 0.8)
鳥取 | 鳥取 |  | general | (24.6, 24.4, 15.9)
きぬむすめ |  |  | きぬむすめ | (8.8, 8.6, 4.0)
コシヒカリ |  |  | コシヒカリ | (6.2, 6.2, 4.4)
ひとめぼれ |  |  | ひとめぼれ | (4.4, 4.4, 3.4)
島根 | 島根 |  | general | (34.4, 33.5, 25.2)
コシヒカリ |  |  | コシヒカリ | (13.0, 12.6, 10.8)
きぬむすめ |  |  | きぬむすめ | (14.3, 14.1, 9.4)
つや姫 |  |  | つや姫 | (4.9, 4.6, 3.8)
岡山 | 岡山 |  | general | (41.3, 35.6, 25.5)
アケボノ |  |  | アケボノ | (8.4, 7.5, 3.5)
コシヒカリ |  |  | コシヒカリ | (6.8, 6.3, 6.0)
きぬむすめ |  |  | きぬむすめ | (7.4, 5.4, 3.8)
広島 | 広島 |  | general | (31.6, 35.5, 21.4)
コシヒカリ |  |  | コシヒカリ | (12.8, 16.8, 10.0)
あきさかり |  |  | あきさかり | (7.3, 8.8, 3.8)
あきろまん |  |  | あきろまん | (3.0, 2.7, 1.9)
契約 |  |  | 契約 | 
