PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2017/May2017.pdf
Title page: 15 | Table start page: 16
Parsing page: 16 (crop_right_ratio=0.65)
Numeric centers (xc): (168.520329145, 226.419417385, 342.2784546550001)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
①②②/① |  |  | ①②②/① | 
(玄米千ﾄﾝ)(玄米千ﾄﾝ) |  |  | 玄米千ﾄﾝ)(玄米千ﾄﾝ | 
北海道 | 北海道 |  | general | (348.7, 329.7, 184.4)
(ななつぼし) |  |  | ななつぼし | (169.3, 163.9, 94.3)
(ゆめぴりか) |  |  | ゆめぴりか | (78.1, 74.8, 38.7)
(きらら３９７) |  |  | きらら３９７ | (36.4, 34.5, 11.4)
青森 | 青森 |  | general | (139.7, 133.7, 61.9)
(まっしぐら) |  |  | まっしぐら | (90.7, 88.2, 40.2)
(つがるロマン) |  |  | つがるロマン | (39.5, 36.2, 16.2)
岩手 | 岩手 |  | general | (138.7, 129.6, 51.6)
(ひとめぼれ) |  |  | ひとめぼれ | (111.2, 104.4, 39.1)
(あきたこまち) |  |  | あきたこまち | (18.5, 17.7, 8.9)
(いわてっこ) |  |  | いわてっこ | (3.2, 2.2, 0.6)
宮城 | 宮城 |  | general | (180.2, 169.3, 61.0)
(ひとめぼれ) |  |  | ひとめぼれ | (148.0, 138.3, 47.7)
(ササニシキ) |  |  | ササニシキ | (10.7, 10.3, 4.2)
(つや姫) |  |  | つや姫 | (12.1, 11.8, 6.4)
秋田 | 秋田 |  | general | (264.2, 195.3, 132.2)
(あきたこまち) |  |  | あきたこまち | (213.3, 160.6, 112.8)
(めんこいな) |  |  | めんこいな | (11.2, 7.9, 4.2)
(ひとめぼれ) |  |  | ひとめぼれ | (23.9, 18.2, 10.5)
山形 | 山形 |  | general | (205.7, 154.6, 78.3)
(はえぬき) |  |  | はえぬき | (125.3, 95.1, 43.9)
(つや姫) |  |  | つや姫 | (38.9, 28.0, 16.9)
(ひとめぼれ) |  |  | ひとめぼれ | (20.6, 13.5, 8.6)
福島 | 福島 |  | general | (155.6, 131.7, 53.4)
(コシヒカリ中通り) |  |  | コシヒカリ中通り | (48.9, 36.2, 17.2)
(コシヒカリ会津) |  |  | コシヒカリ会津 | (47.1, 43.6, 12.8)
(コシヒカリ浜通り) |  |  | コシヒカリ浜通り | (6.7, 6.5, 2.0)
(ひとめぼれ) |  |  | ひとめぼれ | (31.9, 30.0, 11.3)
(天のつぶ) |  |  | 天のつぶ | (9.6, 7.2, 4.0)
茨城 | 茨城 |  | general | (73.9, 73.3, 42.5)
(コシヒカリ) |  |  | コシヒカリ | (58.9, 57.1, 31.1)
(あきたこまち) |  |  | あきたこまち | (8.8, 10.7, 8.7)
(ゆめひたち) |  |  | ゆめひたち | (0.5, 0.4, 0.3)
栃木 | 栃木 |  | general | (141.2, 128.6, 46.4)
(コシヒカリ) |  |  | コシヒカリ | (119.6, 109.8, 38.5)
(あさひの夢) |  |  | あさひの夢 | (8.3, 8.0, 3.5)
(なすひかり) |  |  | なすひかり | (6.7, 5.5, 2.2)
群馬 | 群馬 |  | general | (21.7, 21.7, 7.3)
(あさひの夢) |  |  | あさひの夢 | (13.9, 13.9, 5.0)
(ゆめまつり) |  |  | ゆめまつり | (4.9, 4.9, 1.3)
埼玉 | 埼玉 |  | general | (19.4, 16.7, 7.6)
(彩のかがやき) |  |  | 彩のかがやき | (10.8, 9.4, 4.0)
(コシヒカリ) |  |  | コシヒカリ | (6.9, 6.1, 2.9)
(彩のきずな) |  |  | 彩のきずな | (2.7, 2.6, 0.6)
千葉 | 千葉 |  | general | (78.9, 72.3, 48.2)
(コシヒカリ) |  |  | コシヒカリ | (44.7, 40.2, 25.3)
(ふさこがね) |  |  | ふさこがね | (14.3, 13.7, 8.3)
(ふさおとめ) |  |  | ふさおとめ | (16.1, 14.9, 11.8)
２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 |  |  | ２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない。 |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない。 | 
９「参考：前年同月比」の「…」は、27年産では調査の対象銘柄でなかったこと等から、28年産との比 |  |  | ９「参考：前年同月比」の「…」は、27年産では調査の対象銘柄でなかったこと等から、28年産との比 | 
−10 |  |  | −10 | 
