PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2017/Sep2017.pdf
Title page: 17 | Table start page: 18
Parsing page: 18 (crop_right_ratio=0.65)
Numeric centers (xc): (168.520329145, 226.419417385, 342.27812508500006)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
北海道 | 北海道 |  | general | (355.7, 349.1, 287.7)
(ななつぼし) |  |  | ななつぼし | (171.1, 168.8, 143.4)
(ゆめぴりか) |  |  | ゆめぴりか | (78.6, 78.0, 65.1)
(きらら３９７) |  |  | きらら３９７ | (36.8, 36.0, 23.2)
青森 | 青森 |  | general | (140.4, 138.9, 102.9)
(まっしぐら) |  |  | まっしぐら | (91.1, 90.7, 65.8)
(つがるロマン) |  |  | つがるロマン | (39.9, 38.7, 29.3)
岩手 | 岩手 |  | general | (139.6, 137.8, 96.3)
(ひとめぼれ) |  |  | ひとめぼれ | (112.0, 110.2, 76.3)
(あきたこまち) |  |  | あきたこまち | (18.5, 18.5, 14.7)
(いわてっこ) |  |  | いわてっこ | (3.2, 3.2, 1.1)
宮城 | 宮城 |  | general | (180.9, 175.6, 117.3)
(ひとめぼれ) |  |  | ひとめぼれ | (148.7, 143.8, 95.2)
(ササニシキ) |  |  | ササニシキ | (10.7, 10.5, 7.1)
(つや姫) |  |  | つや姫 | (12.1, 12.0, 9.9)
秋田 | 秋田 |  | general | (270.7, 242.3, 215.5)
(あきたこまち) |  |  | あきたこまち | (218.3, 200.2, 182.3)
(めんこいな) |  |  | めんこいな | (11.6, 9.1, 7.0)
(ひとめぼれ) |  |  | ひとめぼれ | (24.0, 21.8, 17.2)
山形 | 山形 |  | general | (219.6, 189.6, 155.2)
(はえぬき) |  |  | はえぬき | (135.2, 114.1, 90.9)
(つや姫) |  |  | つや姫 | (40.4, 34.9, 32.0)
(ひとめぼれ) |  |  | ひとめぼれ | (21.6, 19.1, 15.7)
福島 | 福島 |  | general | (170.9, 162.8, 109.8)
(コシヒカリ中通り) |  |  | コシヒカリ中通り | (57.2, 50.7, 39.9)
(コシヒカリ会津) |  |  | コシヒカリ会津 | (48.9, 48.7, 24.9)
(コシヒカリ浜通り) |  |  | コシヒカリ浜通り | (8.2, 8.1, 4.8)
(ひとめぼれ) |  |  | ひとめぼれ | (33.1, 35.6, 22.5)
(天のつぶ) |  |  | 天のつぶ | (11.0, 9.7, 7.3)
茨城 | 茨城 |  | general | (77.2, 74.9, 67.1)
(コシヒカリ) |  |  | コシヒカリ | (61.7, 60.0, 53.8)
(あきたこまち) |  |  | あきたこまち | (9.1, 9.1, 9.1)
(ゆめひたち) |  |  | ゆめひたち | (0.6, 0.5, 0.4)
栃木 | 栃木 |  | general | (141.6, 135.3, 94.2)
(コシヒカリ) |  |  | コシヒカリ | (119.8, 114.4, 78.7)
(あさひの夢) |  |  | あさひの夢 | (8.3, 8.3, 5.9)
(なすひかり) |  |  | なすひかり | (6.7, 5.9, 4.4)
群馬 | 群馬 |  | general | (21.8, 21.8, 15.4)
(あさひの夢) |  |  | あさひの夢 | (14.0, 14.0, 9.3)
(ゆめまつり) |  |  | ゆめまつり | (5.0, 5.0, 3.8)
埼玉 | 埼玉 |  | general | (22.3, 21.1, 15.2)
(彩のかがやき) |  |  | 彩のかがやき | (10.8, 10.2, 7.4)
(コシヒカリ) |  |  | コシヒカリ | (7.0, 6.5, 5.1)
(彩のきずな) |  |  | 彩のきずな | (2.8, 2.8, 1.5)
千葉 | 千葉 |  | general | (79.6, 81.9, 73.3)
(コシヒカリ) |  |  | コシヒカリ | (45.1, 45.3, 41.2)
(ふさこがね) |  |  | ふさこがね | (14.4, 15.9, 12.7)
(ふさおとめ) |  |  | ふさおとめ | (16.3, 16.9, 15.6)
２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 |  |  | ２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない。 |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない。 | 
９「参考：前年同月比」の「…」は、27年産では調査の対象銘柄でなかったこと等から、28年産との比 |  |  | ９「参考：前年同月比」の「…」は、27年産では調査の対象銘柄でなかったこと等から、28年産との比 | 
‐12 |  |  | ‐12 | 
