PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2023/Aug2023.pdf
Title page: 40 | Table start page: 40
Parsing page: 41 (crop_right_ratio=0.65)
Numeric centers (xc): (204.4127795, 247.58243375, 333.9532426999999)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
新潟 | 新潟 |  | general | (269.3, 262.1, 182.5)
コシヒカリ一般 |  |  | コシヒカリ一般 | (137.9, 134.4, 86.7)
コシヒカリ魚沼 |  |  | コシヒカリ魚沼 | (29.8, 27.0, 20.6)
コシヒカリ佐渡 |  |  | コシヒカリ佐渡 | (14.6, 14.6, 9.9)
コシヒカリ岩船 |  |  | コシヒカリ岩船 | (10.3, 10.4, 7.5)
こしいぶき |  |  | こしいぶき | (37.7, 37.2, 28.3)
富山 | 富山 |  | general | (85.1, 82.4, 51.1)
コシヒカリ |  |  | コシヒカリ | (61.4, 59.1, 39.9)
てんたかく |  |  | てんたかく | (7.6, 7.5, 4.4)
石川 | 石川 |  | general | (32.9, 31.3, 17.1)
コシヒカリ |  |  | コシヒカリ | (17.2, 16.4, 8.2)
ゆめみづほ |  |  | ゆめみづほ | (4.7, 4.3, 1.9)
福井 | 福井 |  | general | (52.5, 50.3, 37.7)
コシヒカリ |  |  | コシヒカリ | (21.1, 19.4, 13.9)
ハナエチゼン |  |  | ハナエチゼン | (14.7, 14.6, 13.2)
あきさかり |  |  | あきさかり | (5.2, 4.3, 3.1)
岐阜 | 岐阜 |  | general | (21.7, 22.9, 13.1)
ハツシモ |  |  | ハツシモ | (10.6, 11.0, 4.7)
コシヒカリ |  |  | コシヒカリ | (5.2, 5.0, 3.7)
ほしじるし |  |  | ほしじるし | (2.2, 3.0, 1.7)
愛知 | 愛知 |  | general | (37.1, 37.1, 25.6)
あいちのかおり |  |  | あいちのかおり | (19.8, 19.8, 12.4)
コシヒカリ |  |  | コシヒカリ | (10.6, 10.6, 8.5)
大地の風 |  |  | 大地の風 | (1.3, 1.3, 0.7)
三重 | 三重 |  | general | (26.7, 28.4, 21.4)
コシヒカリ一般 |  |  | コシヒカリ一般 | (13.0, 14.7, 11.5)
コシヒカリ伊賀 |  |  | コシヒカリ伊賀 | (6.5, 6.5, 4.7)
キヌヒカリ |  |  | キヌヒカリ | (1.6, 1.7, 1.0)
滋賀 | 滋賀 |  | general | (58.8, 56.8, 42.5)
コシヒカリ |  |  | コシヒカリ | (20.3, 19.9, 15.0)
キヌヒカリ |  |  | キヌヒカリ | (10.7, 10.1, 7.4)
みずかがみ |  |  | みずかがみ | (11.4, 11.2, 10.4)
京都 | 京都 |  | general | (9.4, 9.0, 7.1)
コシヒカリ |  |  | コシヒカリ | (5.2, 4.4, 4.2)
キヌヒカリ |  |  | キヌヒカリ | (1.5, 1.8, 1.2)
ヒノヒカリ |  |  | ヒノヒカリ | (1.5, 1.5, 1.1)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (44.4, 43.6, 30.2)
コシヒカリ |  |  | コシヒカリ | (15.2, 14.9, 11.3)
ヒノヒカリ |  |  | ヒノヒカリ | (5.6, 4.9, 3.4)
キヌヒカリ |  |  | キヌヒカリ | (4.5, 4.1, 2.8)
奈良 | 奈良 |  | general | (10.8, 6.3, 6.3)
ヒノヒカリ |  |  | ヒノヒカリ | (9.1, 5.2, 5.2)
和歌山 | 和歌山 |  | general | (1.8, 1.8, 1.8)
鳥取 | 鳥取 |  | general | (29.8, 30.6, 22.8)
きぬむすめ |  |  | きぬむすめ | (10.2, 10.7, 7.1)
コシヒカリ |  |  | コシヒカリ | (8.0, 8.0, 6.3)
ひとめぼれ |  |  | ひとめぼれ | (4.3, 4.3, 3.9)
島根 | 島根 |  | general | (33.2, 28.8, 21.6)
きぬむすめ |  |  | きぬむすめ | (13.6, 12.0, 8.4)
コシヒカリ |  |  | コシヒカリ | (12.7, 10.9, 8.5)
つや姫 |  |  | つや姫 | (5.3, 4.4, 3.4)
岡山 | 岡山 |  | general | (41.4, 34.6, 23.9)
アケボノ |  |  | アケボノ | (7.5, 7.1, 3.2)
きぬむすめ |  |  | きぬむすめ | (8.4, 5.9, 3.6)
コシヒカリ |  |  | コシヒカリ | (7.2, 5.7, 5.4)
広島 | 広島 |  | general | (33.5, 39.2, 23.0)
コシヒカリ |  |  | コシヒカリ | (13.3, 16.3, 9.7)
あきさかり |  |  | あきさかり | (7.2, 8.7, 5.0)
あきろまん |  |  | あきろまん | (3.1, 3.9, 2.3)
契約 |  |  | 契約 | 
