PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2017/Oct2017.pdf
Title page: 17 | Table start page: 18
Parsing page: 18 (crop_right_ratio=0.65)
Numeric centers (xc): (169.533301085, 226.53324764, 340.59370075999993)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
北海道 | 北海道 |  | general | (356.9, 353.1, 312.5)
(ななつぼし) |  |  | ななつぼし | (171.3, 170.3, 154.8)
(ゆめぴりか) |  |  | ゆめぴりか | (78.6, 78.4, 70.3)
(きらら３９７) |  |  | きらら３９７ | (37.0, 36.3, 27.1)
青森 | 青森 |  | general | (140.5, 139.7, 113.5)
(まっしぐら) |  |  | まっしぐら | (91.1, 90.9, 72.5)
(つがるロマン) |  |  | つがるロマン | (39.9, 39.3, 32.5)
岩手 | 岩手 |  | general | (139.8, 138.4, 109.9)
(ひとめぼれ) |  |  | ひとめぼれ | (112.1, 110.7, 87.5)
(あきたこまち) |  |  | あきたこまち | (18.6, 18.6, 16.4)
(いわてっこ) |  |  | いわてっこ | (3.2, 3.2, 1.3)
宮城 | 宮城 |  | general | (181.0, 177.4, 134.4)
(ひとめぼれ) |  |  | ひとめぼれ | (148.8, 145.3, 109.5)
(ササニシキ) |  |  | ササニシキ | (10.7, 10.6, 8.2)
(つや姫) |  |  | つや姫 | (12.2, 12.1, 10.7)
秋田 | 秋田 |  | general | (271.0, 255.1, 236.3)
(あきたこまち) |  |  | あきたこまち | (218.6, 209.3, 199.0)
(めんこいな) |  |  | めんこいな | (11.6, 10.2, 7.6)
(ひとめぼれ) |  |  | ひとめぼれ | (24.0, 23.0, 19.4)
山形 | 山形 |  | general | (222.5, 194.7, 176.2)
(はえぬき) |  |  | はえぬき | (137.5, 117.4, 104.3)
(つや姫) |  |  | つや姫 | (40.8, 35.6, 35.9)
(ひとめぼれ) |  |  | ひとめぼれ | (21.7, 19.5, 17.7)
福島 | 福島 |  | general | (169.4, 166.7, 129.1)
(コシヒカリ中通り) |  |  | コシヒカリ中通り | (57.2, 56.0, 49.6)
(コシヒカリ会津) |  |  | コシヒカリ会津 | (48.9, 48.7, 29.2)
(コシヒカリ浜通り) |  |  | コシヒカリ浜通り | (8.3, 8.2, 6.0)
(ひとめぼれ) |  |  | ひとめぼれ | (33.1, 32.5, 26.2)
(天のつぶ) |  |  | 天のつぶ | (11.0, 10.7, 8.7)
茨城 | 茨城 |  | general | (77.6, 76.5, 73.1)
(コシヒカリ) |  |  | コシヒカリ | (62.0, 61.4, 58.9)
(あきたこまち) |  |  | あきたこまち | (9.1, 9.1, 9.1)
(ゆめひたち) |  |  | ゆめひたち | (0.6, 0.6, 0.4)
栃木 | 栃木 |  | general | (141.6, 138.2, 108.0)
(コシヒカリ) |  |  | コシヒカリ | (119.8, 117.0, 91.0)
(あさひの夢) |  |  | あさひの夢 | (8.3, 8.3, 6.4)
(なすひかり) |  |  | なすひかり | (6.7, 6.3, 5.1)
群馬 | 群馬 |  | general | (21.8, 21.8, 18.0)
(あさひの夢) |  |  | あさひの夢 | (14.0, 14.0, 10.9)
(ゆめまつり) |  |  | ゆめまつり | (5.0, 5.0, 4.6)
埼玉 | 埼玉 |  | general | (22.3, 21.8, 16.8)
(彩のかがやき) |  |  | 彩のかがやき | (10.8, 10.6, 8.1)
(コシヒカリ) |  |  | コシヒカリ | (7.0, 6.8, 5.6)
(彩のきずな) |  |  | 彩のきずな | (2.8, 2.8, 1.7)
千葉 | 千葉 |  | general | (79.6, 79.5, 77.7)
(コシヒカリ) |  |  | コシヒカリ | (45.1, 45.1, 44.2)
(ふさこがね) |  |  | ふさこがね | (14.4, 14.3, 13.6)
(ふさおとめ) |  |  | ふさおとめ | (16.3, 16.3, 16.1)
２トン以上）である。報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 |  |  | ２トン以上）である。報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 | 
９「参考：前年同月比」の「…」は、27年産では調査の対象銘柄でなかったこと等から、28年産との比 |  |  | ９「参考：前年同月比」の「…」は、27年産では調査の対象銘柄でなかったこと等から、28年産との比 | 
‐6 |  |  | ‐6 | 
