text,x0,x1,top,doctop,bottom,upright,height,width,direction,fontname,size
集荷・契約・販売数量（新潟から広島まで）,98.82,263.71886385,53.90777400000002,9315.907774,62.316873999999984,True,8.409099999999967,164.89886385,ltr,DABGKP+MS-PGothic,8.409099999999967
①,198.18,205.6303,100.47422199999994,9362.474222,107.20152199999995,True,6.727300000000014,7.450299999999999,ltr,DABGKP+MS-PGothic,6.727300000000014
②,244.73990482,252.19020482,100.47422199999994,9362.474222,107.20152199999995,True,6.727300000000014,7.450299999999999,ltr,DABGKP+MS-PGothic,6.727300000000014
②/①,278.88015954,297.49026391,100.47422199999994,9362.474222,107.20152199999995,True,6.727300000000014,18.610104369999988,ltr,DABGKP+MS-PGothic,6.727300000000014
③,324.18021863,331.63051863000004,100.47422199999994,9362.474222,107.20152199999995,True,6.727300000000014,7.450300000000027,ltr,DABGKP+MS-PGothic,6.727300000000014
③/①,358.32047335000004,376.99092515,100.47422199999994,9362.474222,107.20152199999995,True,6.727300000000014,18.670451799999967,ltr,DABGKP+MS-PGothic,6.727300000000014
新,98.82,106.8912,111.152106,9373.152106,118.44000600000004,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
潟,112.49987687999999,120.57107687999999,111.152106,9373.152106,118.44000600000004,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
103,159.66,174.58652788,110.005672,9372.005672,118.97547199999997,True,8.969799999999964,14.926527880000009,ltr,DABGKP+MS-PGothic,8.969799999999964
279.5,198.7793044,220.4846574,110.005672,9372.005672,118.97547199999997,True,8.969799999999964,21.705353000000002,ltr,DABGKP+MS-PGothic,8.969799999999964
262.6,245.33803161999998,267.10298742000003,110.005672,9372.005672,118.97547199999997,True,8.969799999999964,21.764955800000052,ltr,DABGKP+MS-PGothic,8.969799999999964
94%,288.17655074000004,303.10307862,110.005672,9372.005672,118.97547199999997,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
195.1,324.83624626,346.54159926,110.005672,9372.005672,118.97547199999997,True,8.969799999999964,21.705353000000002,ltr,DABGKP+MS-PGothic,8.969799999999964
70%,367.67476538000005,382.54169046000004,110.005672,9372.005672,118.97547199999997,True,8.969799999999964,14.866925079999987,ltr,DABGKP+MS-PGothic,8.969799999999964
133.7,198.78029778,220.48565078000001,121.22599481999998,9383.22599482,130.19579481999995,True,8.969799999999964,21.705353000000002,ltr,DABGKP+MS-PGothic,8.969799999999964
122.9,245.33902500000002,267.10398080000004,121.22599481999998,9383.22599482,130.19579481999995,True,8.969799999999964,21.764955800000024,ltr,DABGKP+MS-PGothic,8.969799999999964
92%,288.17754412,303.10407200000003,121.22599481999998,9383.22599482,130.19579481999995,True,8.969799999999964,14.926527880000037,ltr,DABGKP+MS-PGothic,8.969799999999964
87.0,329.75745078,346.54259264000007,121.22599481999998,9383.22599482,130.19579481999995,True,8.969799999999964,16.785141860000067,ltr,DABGKP+MS-PGothic,8.969799999999964
65%,367.67575876,382.54268384000005,121.22599481999998,9383.22599482,130.19579481999995,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
34.1,203.76011172,220.48565078000001,132.98629959999994,9394.9862996,141.9560995999999,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
30.7,250.31883893999998,267.10497418,132.98629959999994,9394.9862996,141.9560995999999,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
90%,288.1785375,303.10506538,132.98629959999994,9394.9862996,141.9560995999999,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
28.0,329.75844416,346.54358602,132.98629959999994,9394.9862996,141.9560995999999,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
82%,367.67675214,382.54367722000006,132.98629959999994,9394.9862996,141.9560995999999,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
14.2,203.76011172,220.48565078000001,144.20662241999992,9406.20662242,153.17642241999988,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
14.1,250.31883893999998,267.10497418,144.20662241999992,9406.20662242,153.17642241999988,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
99%,288.1785375,303.10506538,144.20662241999992,9406.20662242,153.17642241999988,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
11.0,329.75844416,346.54358602,144.20662241999992,9406.20662242,153.17642241999988,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
77%,367.67675214,382.54367722000006,144.20662241999992,9406.20662242,153.17642241999988,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
11.9,203.76011172,220.48565078000001,155.4269452399999,9417.42694524,164.39674523999986,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
11.0,250.31883893999998,267.10497418,155.4269452399999,9417.42694524,164.39674523999986,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
92%,288.1785375,303.10506538,155.4269452399999,9417.42694524,164.39674523999986,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
7.9,334.7382581,346.54358602,155.4269452399999,9417.42694524,164.39674523999986,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
66%,367.67675214,382.54367722000006,155.4269452399999,9417.42694524,164.39674523999986,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
44.1,203.76011172,220.48565078000001,166.64726805999987,9428.64726806,175.61706805999984,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
43.1,250.31883893999998,267.10497418,166.64726805999987,9428.64726806,175.61706805999984,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
98%,288.1785375,303.10506538,166.64726805999987,9428.64726806,175.61706805999984,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
31.3,329.75844416,346.54358602,166.64726805999987,9428.64726806,175.61706805999984,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
71%,367.67675214,382.54367722000006,166.64726805999987,9428.64726806,175.61706805999984,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
富,98.82,106.8912,178.95210599999996,9440.952106,186.240006,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
山,112.49987687999999,120.57107687999999,178.95210599999996,9440.952106,186.240006,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
103,159.66,174.58652788,177.80567199999996,9439.805672,186.77547199999992,True,8.969799999999964,14.926527880000009,ltr,DABGKP+MS-PGothic,8.969799999999964
96.1,203.76011172,220.48565078,177.80567199999996,9439.805672,186.77547199999992,True,8.969799999999964,16.72553905999999,ltr,DABGKP+MS-PGothic,8.969799999999964
78.2,250.31883894,267.10497418,177.80567199999996,9439.805672,186.77547199999992,True,8.969799999999964,16.786135239999993,ltr,DABGKP+MS-PGothic,8.969799999999964
81%,288.1785375,303.10506538000004,177.80567199999996,9439.805672,186.77547199999992,True,8.969799999999964,14.926527880000037,ltr,DABGKP+MS-PGothic,8.969799999999964
63.0,329.75844416,346.54358602,177.80567199999996,9439.805672,186.77547199999992,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
66%,367.67675214,382.54367722000006,177.80567199999996,9439.805672,186.77547199999992,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
68.8,203.76011172,220.48565078000001,189.02599481999994,9451.02599482,197.9957948199999,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
54.4,250.31883893999998,267.10497418,189.02599481999994,9451.02599482,197.9957948199999,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
79%,288.1785375,303.10506538,189.02599481999994,9451.02599482,197.9957948199999,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
46.6,329.75844416,346.54358602,189.02599481999994,9451.02599482,197.9957948199999,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
68%,367.67675214,382.54367722000006,189.02599481999994,9451.02599482,197.9957948199999,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
8.6,208.73992565999998,220.48565078,200.24631763999992,9462.24631764,209.21611763999988,True,8.969799999999964,11.745725120000003,ltr,DABGKP+MS-PGothic,8.969799999999964
8.3,255.29865287999996,267.1039808,200.24631763999992,9462.24631764,209.21611763999988,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
97%,288.17754412,303.104072,200.24631763999992,9462.24631764,209.21611763999988,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
6.7,334.73726472,346.54259263999995,200.24631763999992,9462.24631764,209.21611763999988,True,8.969799999999964,11.805327919999968,ltr,DABGKP+MS-PGothic,8.969799999999964
78%,367.67575876,382.54268384,200.24631763999992,9462.24631764,209.21611763999988,True,8.969799999999964,14.866925079999987,ltr,DABGKP+MS-PGothic,8.969799999999964
石,98.82,106.8912,212.61210599999993,9474.612106,219.90000599999996,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
川,112.49987687999999,120.57107687999999,212.61210599999993,9474.612106,219.90000599999996,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
101,159.66,174.58652788,211.46567200000004,9473.465672,220.435472,True,8.969799999999964,14.926527880000009,ltr,DABGKP+MS-PGothic,8.969799999999964
33.0,203.76011172,220.48565078,211.46567200000004,9473.465672,220.435472,True,8.969799999999964,16.72553905999999,ltr,DABGKP+MS-PGothic,8.969799999999964
27.1,250.31883894,267.10497418,211.46567200000004,9473.465672,220.435472,True,8.969799999999964,16.786135239999993,ltr,DABGKP+MS-PGothic,8.969799999999964
82%,288.1785375,303.10506538000004,211.46567200000004,9473.465672,220.435472,True,8.969799999999964,14.926527880000037,ltr,DABGKP+MS-PGothic,8.969799999999964
17.2,329.75844416,346.54358602,211.46567200000004,9473.465672,220.435472,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
52%,367.67675214,382.54367722000006,211.46567200000004,9473.465672,220.435472,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
18.6,203.76011172,220.48565078000001,222.68599482000002,9484.68599482,231.65579481999998,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
13.6,250.31883893999998,267.10497418,222.68599482000002,9484.68599482,231.65579481999998,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
73%,288.1785375,303.10506538,222.68599482000002,9484.68599482,231.65579481999998,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
10.0,329.75844416,346.54358602,222.68599482000002,9484.68599482,231.65579481999998,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
54%,367.67675214,382.54367722000006,222.68599482000002,9484.68599482,231.65579481999998,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
5.1,208.73992565999998,220.48565078,233.90631764,9495.90631764,242.87611763999996,True,8.969799999999964,11.745725120000003,ltr,DABGKP+MS-PGothic,8.969799999999964
5.1,255.29865287999996,267.1039808,233.90631764,9495.90631764,242.87611763999996,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
100%,283.1967368,303.10307862,233.90631764,9495.90631764,242.87611763999996,True,8.969799999999964,19.906341820000023,ltr,DABGKP+MS-PGothic,8.969799999999964
2.0,334.73627134,346.54159926,233.90631764,9495.90631764,242.87611763999996,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
39%,367.67476538,382.54169046000004,233.90631764,9495.90631764,242.87611763999996,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
福,98.82,106.8912,246.21210599999995,9508.212105999999,253.50000599999998,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
井,112.49987687999999,120.57107687999999,246.21210599999995,9508.212105999999,253.50000599999998,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
99,162.18,172.06711114,245.125672,9507.125672,254.09547199999997,True,8.969799999999964,9.887111140000002,ltr,DABGKP+MS-PGothic,8.969799999999964
59.4,203.75990666,220.48544572,245.125672,9507.125672,254.09547199999997,True,8.969799999999964,16.72553905999999,ltr,DABGKP+MS-PGothic,8.969799999999964
51.4,250.31863388,267.10476912,245.125672,9507.125672,254.09547199999997,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
87%,288.17833243999996,303.10486032,245.125672,9507.125672,254.09547199999997,True,8.969799999999964,14.926527880000037,ltr,DABGKP+MS-PGothic,8.969799999999964
39.9,329.75823909999997,346.54338096000004,245.125672,9507.125672,254.09547199999997,True,8.969799999999964,16.785141860000067,ltr,DABGKP+MS-PGothic,8.969799999999964
67%,367.67654708000003,382.5434721600001,245.125672,9507.125672,254.09547199999997,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
24.0,203.75990666,220.48544572000003,256.34599482,9518.34599482,265.31579481999995,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
23.0,250.31863388,267.10476912,256.34599482,9518.34599482,265.31579481999995,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
96%,288.17833244,303.10486032,256.34599482,9518.34599482,265.31579481999995,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
17.6,329.7582391,346.54338096000004,256.34599482,9518.34599482,265.31579481999995,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
73%,367.67654708000003,382.5434721600001,256.34599482,9518.34599482,265.31579481999995,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
16.3,203.75990666,220.48544572000003,267.50621997999997,9529.50621998,276.47601997999993,True,8.969799999999964,16.725539060000017,ltr,DABGKP+MS-PGothic,8.969799999999964
15.8,250.31863388,267.10476912,267.50621997999997,9529.50621998,276.47601997999993,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
97%,288.17833244,303.10486032,267.50621997999997,9529.50621998,276.47601997999993,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
12.3,329.7582391,346.54338096000004,267.50621997999997,9529.50621998,276.47601997999993,True,8.969799999999964,16.78514186000001,ltr,DABGKP+MS-PGothic,8.969799999999964
75%,367.67654708000003,382.5434721600001,267.50621997999997,9529.50621998,276.47601997999993,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
5.8,208.7397206,220.48544572,278.72654279999995,9540.7265428,287.6963427999999,True,8.969799999999964,11.745725120000003,ltr,DABGKP+MS-PGothic,8.969799999999964
4.2,255.29844781999998,267.10377574,278.72654279999995,9540.7265428,287.6963427999999,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
73%,288.17733906,303.10386694,278.72654279999995,9540.7265428,287.6963427999999,True,8.969799999999964,14.92652787999998,ltr,DABGKP+MS-PGothic,8.969799999999964
2.9,334.73705966,346.54238757999997,278.72654279999995,9540.7265428,287.6963427999999,True,8.969799999999964,11.805327919999968,ltr,DABGKP+MS-PGothic,8.969799999999964
51%,367.6755537,382.54247878,278.72654279999995,9540.7265428,287.6963427999999,True,8.969799999999964,14.866925079999987,ltr,DABGKP+MS-PGothic,8.969799999999964
岐,98.82,106.8912,291.09210599999994,9553.092106,298.380006,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
阜,112.49987687999999,120.57107687999999,291.09210599999994,9553.092106,298.380006,True,7.287900000000036,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287900000000036
96,162.18,172.06711114,289.94567200000006,9551.945672,298.915472,True,8.969799999999964,9.887111140000002,ltr,DABGKP+MS-PGothic,8.969799999999964
18.5,203.75990666,220.48544572,289.94567200000006,9551.945672,298.915472,True,8.969799999999964,16.72553905999999,ltr,DABGKP+MS-PGothic,8.969799999999964
20.5,250.31863388,267.10476912,289.94567200000006,9551.945672,298.915472,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
111%,283.19752512,303.10386694,289.94567200000006,9551.945672,298.915472,True,8.969799999999964,19.906341819999966,ltr,DABGKP+MS-PGothic,8.969799999999964
13.8,329.75724572,346.5423875800001,289.94567200000006,9551.945672,298.915472,True,8.969799999999964,16.785141860000067,ltr,DABGKP+MS-PGothic,8.969799999999964
74%,367.6755537,382.54247878000007,289.94567200000006,9551.945672,298.915472,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
ハツシモ,111.24,140.86211112,302.31210599999997,9564.312106,309.600006,True,7.287900000000036,29.622111120000014,ltr,DABGKP+MS-PGothic,7.287900000000036
7.4,208.74,220.48572512,301.165672,9563.165672,310.13547199999994,True,8.969799999999964,11.745725120000003,ltr,DABGKP+MS-PGothic,8.969799999999964
9.4,255.29872722,267.10405514,301.165672,9563.165672,310.13547199999994,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
127%,283.19681114,303.10315296,301.165672,9563.165672,310.13547199999994,True,8.969799999999964,19.906341819999966,ltr,DABGKP+MS-PGothic,8.969799999999964
5.2,334.73634568,346.5416736,301.165672,9563.165672,310.13547199999994,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
71%,367.67483972,382.5417648,301.165672,9563.165672,310.13547199999994,True,8.969799999999964,14.866925079999987,ltr,DABGKP+MS-PGothic,8.969799999999964
コシヒカリ,111.24,143.36014752,313.532106,9575.532106,320.82000600000003,True,7.287900000000036,32.12014752,ltr,DABGKP+MS-PGothic,7.287900000000036
5.8,208.74,220.48572512,312.385672,9574.385672,321.35547199999996,True,8.969799999999964,11.745725120000003,ltr,DABGKP+MS-PGothic,8.969799999999964
5.5,255.29872722,267.10405514,312.385672,9574.385672,321.35547199999996,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
94%,288.17761845999996,303.10414634,312.385672,9574.385672,321.35547199999996,True,8.969799999999964,14.926527880000037,ltr,DABGKP+MS-PGothic,8.969799999999964
4.1,334.73733906,346.54266698000004,312.385672,9574.385672,321.35547199999996,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
71%,367.6758331,382.54275818,312.385672,9574.385672,321.35547199999996,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
あさひの夢,111.24,148.47163848,324.69210599999997,9586.692106,331.980006,True,7.287900000000036,37.23163848,ltr,DABGKP+MS-PGothic,7.287900000000036
0.5,208.74,220.48572512,323.605672,9585.605672,332.575472,True,8.969799999999964,11.745725120000003,ltr,DABGKP+MS-PGothic,8.969799999999964
0.6,255.29872722,267.10405514,323.605672,9585.605672,332.575472,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
105%,283.19681114,303.10315296,323.605672,9585.605672,332.575472,True,8.969799999999964,19.906341819999966,ltr,DABGKP+MS-PGothic,8.969799999999964
0.3,334.73634568,346.5416736,323.605672,9585.605672,332.575472,True,8.969799999999964,11.805327920000025,ltr,DABGKP+MS-PGothic,8.969799999999964
48%,367.67483972,382.5417648,323.605672,9585.605672,332.575472,True,8.969799999999964,14.866925079999987,ltr,DABGKP+MS-PGothic,8.969799999999964
愛,98.82,106.8912,335.91210600000005,9597.912106,343.20000600000003,True,7.287899999999979,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287899999999979
知,112.49987687999999,120.57107687999999,335.91210600000005,9597.912106,343.20000600000003,True,7.287899999999979,8.071200000000005,ltr,DABGKP+MS-PGothic,7.287899999999979
96,162.18,172.06711114,334.825672,9596.825672,343.79547199999996,True,8.969799999999964,9.887111140000002,ltr,DABGKP+MS-PGothic,8.969799999999964
34.1,203.75990666,220.48544572,334.825672,9596.825672,343.79547199999996,True,8.969799999999964,16.72553905999999,ltr,DABGKP+MS-PGothic,8.969799999999964
33.8,250.31863388,267.10476912,334.825672,9596.825672,343.79547199999996,True,8.969799999999964,16.78613524000002,ltr,DABGKP+MS-PGothic,8.969799999999964
99%,288.17833243999996,303.10486032,334.825672,9596.825672,343.79547199999996,True,8.969799999999964,14.926527880000037,ltr,DABGKP+MS-PGothic,8.969799999999964
23.6,329.75823909999997,346.54338096000004,334.825672,9596.825672,343.79547199999996,True,8.969799999999964,16.785141860000067,ltr,DABGKP+MS-PGothic,8.969799999999964
69%,367.67654708000003,382.5434721600001,334.825672,9596.825672,343.79547199999996,True,8.969799999999964,14.866925080000044,ltr,DABGKP+MS-PGothic,8.969799999999964
