PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2017/Dec2017.pdf
Title page: 6 | Table start page: 6
Parsing page: 6 (crop_right_ratio=0.65)
Numeric centers (xc): (185.65011388, 255.87882594999996, 328.56750816999994)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
（2）平成29年産米の産地別契約・販売状況 |  |  | （2）平成29年産米の産地別契約・販売状況 | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
北海道 | 北海道 |  | general | (215.1, 206.3, 40.2)
ななつぼし |  |  | ななつぼし | (101.8, 109.8, 18.0)
ゆめぴりか |  |  | ゆめぴりか | (62.6, 46.1, 9.4)
きらら３９７ |  |  | きらら３９７ | (20.6, 20.2, 1.2)
青森 | 青森 |  | general | (80.4, 62.7, 7.2)
まっしぐら |  |  | まっしぐら | (41.6, 35.0, 2.9)
つがるロマン |  |  | つがるロマン | (25.8, 18.4, 2.2)
岩手 | 岩手 |  | general | (66.9, 94.3, 5.0)
ひとめぼれ |  |  | ひとめぼれ | (49.2, 71.5, 3.6)
あきたこまち |  |  | あきたこまち | (11.5, 13.7, 0.2)
いわてっこ |  |  | いわてっこ | (1.6, 2.0, 0.1)
宮城 | 宮城 |  | general | (96.4, 126.3, 8.4)
ひとめぼれ |  |  | ひとめぼれ | (77.1, 108.8, 6.5)
つや姫 |  |  | つや姫 | (8.5, 7.8, 0.8)
ササニシキ |  |  | ササニシキ | (5.8, 5.8, 0.8)
秋田 | 秋田 |  | general | (161.1, 103.6, 19.8)
あきたこまち |  |  | あきたこまち | (140.5, 87.8, 18.5)
めんこいな |  |  | めんこいな | (6.0, 1.6, 0.3)
ひとめぼれ |  |  | ひとめぼれ | (6.3, 12.0, 0.5)
山形 | 山形 |  | general | (122.8, 78.9, 9.7)
はえぬき |  |  | はえぬき | (72.5, 41.5, 3.5)
つや姫 |  |  | つや姫 | (23.6, 21.7, 3.5)
ひとめぼれ |  |  | ひとめぼれ | (10.8, 8.5, 1.2)
福島 | 福島 |  | general | (95.3, 53.5, 5.3)
コシヒカリ中通り |  |  | コシヒカリ中通り | (32.3, 6.4, 1.6)
コシヒカリ会津 |  |  | コシヒカリ会津 | (27.9, 30.1, 1.0)
コシヒカリ浜通り |  |  | コシヒカリ浜通り | (4.8, 3.7, 0.0)
ひとめぼれ |  |  | ひとめぼれ | (17.9, 9.7, 1.2)
天のつぶ |  |  | 天のつぶ | (5.7, 1.3, 0.3)
茨城 | 茨城 |  | general | (50.4, 37.3, 10.0)
コシヒカリ |  |  | コシヒカリ | (36.7, 29.6, 5.4)
あきたこまち |  |  | あきたこまち | (8.7, 6.2, 4.1)
ゆめひたち |  |  | ゆめひたち | (0.2, 0.0, 0.0)
栃木 | 栃木 |  | general | (88.0, 71.8, 5.6)
コシヒカリ |  |  | コシヒカリ | (74.0, 65.1, 4.6)
あさひの夢 |  |  | あさひの夢 | (3.7, 1.5, 0.1)
なすひかり |  |  | なすひかり | (5.4, 2.3, 0.5)
群馬 | 群馬 |  | general | (3.6, 1.1, 0.6)
あさひの夢 |  |  | あさひの夢 | (2.0, 0.6, 0.5)
ゆめまつり |  |  | ゆめまつり | (0.8, 0.2, 0.1)
埼玉 | 埼玉 |  | general | (13.3, 11.0, 1.1)
彩のかがやき |  |  | 彩のかがやき | (4.8, 6.1, 0.5)
コシヒカリ |  |  | コシヒカリ | (5.9, 3.7, 0.4)
彩のきずな |  |  | 彩のきずな | (2.0, 1.0, 0.1)
千葉 | 千葉 |  | general | (63.6, 51.7, 21.4)
コシヒカリ |  |  | コシヒカリ | (31.6, 27.5, 9.2)
ふさこがね |  |  | ふさこがね | (12.9, 10.7, 3.7)
ふさおとめ |  |  | ふさおとめ | (14.9, 11.4, 7.2)
２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である |  |  | ２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致し |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致し | 
９「参考：前年同月比」で、現時点において29年産又は28年産に数量がなかった場合は |  |  | ９「参考：前年同月比」で、現時点において29年産又は28年産に数量がなかった場合は | 
‐4 |  |  | ‐4 | 
