PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2025/Jun2025.pdf
Title page: 37 | Table start page: 37
Parsing page: 38 (crop_right_ratio=0.65)
Numeric centers (xc): (177.17894422499995, 218.00147942499993, 299.646949825)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/①③ |  |  | ①②②/①③ | 
新潟 | 新潟 |  | general | (271.0, 256.0, 153.7)
コシヒカリ（一般） |  |  | コシヒカリ（一般） | (120.2, 117.5, 69.2)
コシヒカリ（魚沼） |  |  | コシヒカリ（魚沼） | (30.8, 27.6, 19.7)
コシヒカリ（佐渡） |  |  | コシヒカリ（佐渡） | (12.1, 11.8, 5.8)
コシヒカリ（岩船） |  |  | コシヒカリ（岩船） | (10.6, 10.6, 5.9)
こしいぶき |  |  | こしいぶき | (47.9, 47.2, 24.9)
富山 | 富山 |  | general | (78.6, 72.9, 42.1)
コシヒカリ |  |  | コシヒカリ | (47.2, 44.8, 28.7)
てんたかく |  |  | てんたかく | (10.4, 9.8, 5.1)
石川 | 石川 |  | general | (27.8, 31.5, 15.1)
コシヒカリ |  |  | コシヒカリ | (10.2, 11.1, 5.7)
ゆめみづほ |  |  | ゆめみづほ | (7.4, 7.5, 3.1)
福井 | 福井 |  | general | (45.3, 45.1, 31.0)
コシヒカリ |  |  | コシヒカリ | (15.4, 16.1, 10.1)
ハナエチゼン |  |  | ハナエチゼン | (13.8, 14.4, 10.7)
あきさかり |  |  | あきさかり | (4.3, 4.5, 2.1)
岐阜 | 岐阜 |  | general | (12.2, 11.7, 7.9)
ハツシモ |  |  | ハツシモ | (4.3, 3.5, 2.6)
コシヒカリ |  |  | コシヒカリ | (3.8, 3.7, 2.4)
ほしじるし |  |  | ほしじるし | (1.2, 1.5, 0.9)
愛知 | 愛知 |  | general | (27.4, 27.4, 16.7)
あいちのかおり |  |  | あいちのかおり | (14.4, 14.4, 7.8)
コシヒカリ |  |  | コシヒカリ | (7.1, 7.1, 5.0)
大地の風 |  |  | 大地の風 | (1.1, 1.1, 0.7)
三重 | 三重 |  | general | (16.1, 21.5, 10.7)
コシヒカリ（一般） |  |  | コシヒカリ（一般） | (6.6, 11.7, 4.7)
コシヒカリ（伊賀） |  |  | コシヒカリ（伊賀） | (4.3, 4.6, 2.9)
キヌヒカリ |  |  | キヌヒカリ | (0.6, 1.2, 0.4)
滋賀 | 滋賀 |  | general | (44.8, 41.3, 32.0)
コシヒカリ |  |  | コシヒカリ | (16.2, 14.5, 11.4)
キヌヒカリ |  |  | キヌヒカリ | (6.9, 6.4, 5.2)
みずかがみ |  |  | みずかがみ | (9.1, 8.8, 7.1)
京都 | 京都 |  | general | (6.7, 5.0, 4.2)
コシヒカリ |  |  | コシヒカリ | (3.9, 2.6, 2.4)
キヌヒカリ |  |  | キヌヒカリ | (0.8, 0.7, 0.7)
ヒノヒカリ |  |  | ヒノヒカリ | (0.8, 0.7, 0.4)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (17.1, 19.4, 10.6)
コシヒカリ |  |  | コシヒカリ | (8.1, 9.8, 6.3)
ヒノヒカリ |  |  | ヒノヒカリ | (2.4, 3.0, 1.1)
キヌヒカリ |  |  | キヌヒカリ | (2.8, 3.1, 1.7)
奈良 | 奈良 |  | general | (6.6, 4.9, 4.9)
ヒノヒカリ |  |  | ヒノヒカリ | (5.5, 4.0, 4.0)
和歌山 | 和歌山 |  | general | (0.8, 0.8, 0.5)
鳥取 | 鳥取 |  | general | (23.8, 18.7, 15.4)
きぬむすめ |  |  | きぬむすめ | (7.8, 5.1, 5.4)
コシヒカリ |  |  | コシヒカリ | (5.3, 4.9, 3.7)
ひとめぼれ |  |  | ひとめぼれ | (3.6, 3.4, 2.5)
島根 | 島根 |  | general | (28.1, 28.0, 17.8)
きぬむすめ |  |  | きぬむすめ | (12.3, 12.4, 7.1)
コシヒカリ |  |  | コシヒカリ | (9.3, 9.3, 6.4)
つや姫 |  |  | つや姫 | (4.8, 4.7, 3.3)
岡山 | 岡山 |  | general | (34.5, 34.5, 15.6)
アケボノ |  |  | アケボノ | (5.8, 5.8, 1.9)
きぬむすめ |  |  | きぬむすめ | (6.9, 6.9, 2.6)
コシヒカリ |  |  | コシヒカリ | (5.2, 5.2, 3.3)
広島 | 広島 |  | general | (26.4, 30.7, 20.0)
コシヒカリ |  |  | コシヒカリ | (10.0, 12.8, 7.8)
あきさかり |  |  | あきさかり | (5.1, 6.5, 3.9)
あきろまん |  |  | あきろまん | (2.4, 2.7, 1.9)
契約-4 |  |  | 契約-4 | 
