PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2020/Jun2020.pdf
Title page: 29 | Table start page: 29
Parsing page: 29 (crop_right_ratio=0.65)
Numeric centers (xc): (218.8430619, 258.71130345, 325.30908595000005)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
３令和元年産米の産地別契約・販売状況 |  |  | ３令和元年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数⽐率 |  |  | 指数⽐率 | 
①②②/① |  |  | ①②②/① | 
北海道104334.2318.095% |  |  | 北海道104334.2318.095% | (334.2, 318.0, 191.2)
ななつぼし158.3154.397% |  |  | ななつぼし158.3154.397% | (158.3, 154.3, 89.6)
ゆめぴりか79.976.395% |  |  | ゆめぴりか79.976.395% | (79.9, 76.3, 50.8)
きらら３９７37.635.594% |  |  | きらら３９７37.635.594% | (37.6, 35.5, 14.4)
青森106154.7127.382% |  |  | 青森106154.7127.382% | (154.7, 127.3, 71.0)
まっしぐら110.587.379% |  |  | まっしぐら110.587.379% | (110.5, 87.3, 47.3)
つがるロマン34.530.689% |  |  | つがるロマン34.530.689% | (34.5, 30.6, 16.9)
岩手103136.0132.397% |  |  | 岩手103136.0132.397% | (136.0, 132.3, 60.6)
ひとめぼれ104.2100.897% |  |  | ひとめぼれ104.2100.897% | (104.2, 100.8, 45.9)
あきたこまち15.615.599% |  |  | あきたこまち15.615.599% | (15.6, 15.5, 6.8)
銀河のしずく6.76.699% |  |  | 銀河のしずく6.76.699% | (6.7, 6.6, 3.8)
宮城102171.8160.093% |  |  | 宮城102171.8160.093% | (171.8, 160.0, 71.3)
ひとめぼれ133.9125.694% |  |  | ひとめぼれ133.9125.694% | (133.9, 125.6, 51.9)
つや姫12.011.798% |  |  | つや姫12.011.798% | (12.0, 11.7, 6.7)
ササニシキ8.47.892% |  |  | ササニシキ8.47.892% | (8.4, 7.8, 4.2)
秋田104271.9252.793% |  |  | 秋田104271.9252.793% | (271.9, 252.7, 150.0)
あきたこまち221.1208.194% |  |  | あきたこまち221.1208.194% | (221.1, 208.1, 130.1)
