PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2025/Jul2025.pdf
Title page: 41 | Table start page: 41
Parsing page: 41 (crop_right_ratio=0.65)
Numeric centers (xc): (189.70089180000002, 230.45529420000003, 311.9898846)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和６年産米の産地別契約・販売状況 |  |  | ２令和６年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数比率 |  |  | 指数比率 | 
①②②/①③ |  |  | ①②②/①③ | 
北海道 | 北海道 |  | general | (285.3, 282.1, 190.2)
ななつぼし |  |  | ななつぼし | (136.0, 134.1, 89.8)
ゆめぴりか |  |  | ゆめぴりか | (79.7, 79.3, 53.2)
きらら３９７ |  |  | きらら３９７ | (20.7, 20.6, 11.9)
青森 | 青森 |  | general | (120.5, 113.9, 76.5)
まっしぐら |  |  | まっしぐら | (92.2, 88.5, 58.9)
つがるロマン |  |  | つがるロマン | (0.0, 0.0, 0.0)
岩手 | 岩手 |  | general | (106.6, 101.5, 69.1)
ひとめぼれ |  |  | ひとめぼれ | (78.9, 74.4, 51.2)
銀河のしずく |  |  | 銀河のしずく | (17.9, 17.6, 11.5)
あきたこまち |  |  | あきたこまち | (5.6, 5.6, 4.0)
宮城 | 宮城 |  | general | (149.0, 143.0, 79.1)
ひとめぼれ |  |  | ひとめぼれ | (110.8, 107.0, 53.7)
つや姫 |  |  | つや姫 | (13.4, 12.7, 7.6)
ササニシキ |  |  | ササニシキ | (8.7, 8.6, 6.1)
秋田 | 秋田 |  | general | (215.2, 265.8, 138.6)
あきたこまち |  |  | あきたこまち | (167.8, 214.8, 113.2)
ひとめぼれ |  |  | ひとめぼれ | (18.3, 20.3, 8.0)
めんこいな |  |  | めんこいな | (10.9, 11.9, 6.7)
山形 | 山形 |  | general | (176.8, 157.0, 99.7)
はえぬき |  |  | はえぬき | (95.1, 85.3, 49.7)
つや姫 |  |  | つや姫 | (39.8, 36.3, 26.0)
雪若丸 |  |  | 雪若丸 | (23.3, 18.5, 11.6)
福島 | 福島 |  | general | (141.9, 128.7, 79.4)
コシヒカリ（中通り） |  |  | コシヒカリ（中通り） | (36.2, 33.5, 19.8)
コシヒカリ（会津） |  |  | コシヒカリ（会津） | (25.6, 23.5, 10.6)
コシヒカリ（浜通り） |  |  | コシヒカリ（浜通り） | (4.0, 3.6, 1.9)
ひとめぼれ |  |  | ひとめぼれ | (27.0, 22.1, 17.1)
天のつぶ |  |  | 天のつぶ | (34.1, 32.1, 19.4)
茨城 | 茨城 |  | general | (58.6, 58.8, 49.4)
コシヒカリ |  |  | コシヒカリ | (34.6, 34.7, 29.7)
あきたこまち |  |  | あきたこまち | (7.4, 7.4, 7.1)
にじのきらめき |  |  | にじのきらめき | (9.1, 9.1, 6.8)
栃木 | 栃木 |  | general | (88.3, 81.6, 50.4)
コシヒカリ |  |  | コシヒカリ | (61.7, 57.7, 38.6)
とちぎの星 |  |  | とちぎの星 | (16.4, 15.1, 6.9)
あさひの夢 |  |  | あさひの夢 | (4.2, 3.8, 1.5)
群馬 | 群馬 |  | general | (13.9, 10.2, 6.6)
あさひの夢 |  |  | あさひの夢 | (9.5, 7.6, 4.7)
ゆめまつり |  |  | ゆめまつり | (0.9, 0.5, 0.3)
埼玉 | 埼玉 |  | general | (7.7, 11.2, 6.0)
彩のきずな |  |  | 彩のきずな | (3.3, 4.5, 2.5)
彩のかがやき |  |  | 彩のかがやき | (1.3, 2.5, 0.6)
コシヒカリ |  |  | コシヒカリ | (1.7, 2.8, 1.6)
千葉 | 千葉 |  | general | (56.6, 57.5, 50.3)
コシヒカリ |  |  | コシヒカリ | (26.4, 26.7, 23.3)
ふさこがね |  |  | ふさこがね | (14.4, 14.5, 12.9)
ふさおとめ |  |  | ふさおとめ | (9.9, 9.8, 9.2)
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (2.3, 2.1, 2.1)
山梨 | 山梨 |  | general | (4.3, 2.9, 2.9)
コシヒカリ |  |  | コシヒカリ | (3.7, 2.6, 2.6)
長野 | 長野 |  | general | (57.0, 56.5, 35.2)
コシヒカリ |  |  | コシヒカリ | (45.6, 45.2, 26.5)
あきたこまち |  |  | あきたこまち | (5.2, 5.1, 4.2)
静岡 | 静岡 |  | general | (4.8, 7.2, 3.4)
コシヒカリ |  |  | コシヒカリ | (3.2, 4.5, 2.3)
きぬむすめ |  |  | きぬむすめ | (0.6, 1.2, 0.5)
にこまる |  |  | にこまる | (0.3, 0.4, 0.2)
契約-3 |  |  | 契約-3 | 
