PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2024/Jul2024.pdf
Title page: 36 | Table start page: 36
Parsing page: 38 (crop_right_ratio=0.65)
Numeric centers (xc): (203.7519466, 246.921017375, 333.260352075)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
山口 | 山口 |  | general | (40.6, 39.8, 28.5)
コシヒカリ |  |  | コシヒカリ | (10.4, 10.2, 7.7)
ひとめぼれ |  |  | ひとめぼれ | (10.3, 10.0, 7.2)
きぬむすめ |  |  | きぬむすめ | (8.1, 8.0, 5.4)
徳島 | 徳島 |  | general | (4.8, 4.7, 3.8)
コシヒカリ |  |  | コシヒカリ | (2.0, 2.0, 1.6)
あきさかり |  |  | あきさかり | (2.3, 2.2, 1.7)
香川 | 香川 |  | general | (19.4, 21.0, 14.6)
コシヒカリ |  |  | コシヒカリ | (5.4, 6.0, 4.2)
ヒノヒカリ |  |  | ヒノヒカリ | (5.3, 6.0, 3.8)
あきさかり |  |  | あきさかり | (3.9, 4.0, 3.0)
愛媛 | 愛媛 |  | general | (11.3, 10.6, 5.6)
コシヒカリ |  |  | コシヒカリ | (3.9, 3.8, 2.3)
ヒノヒカリ |  |  | ヒノヒカリ | (1.7, 1.3, 0.8)
あきたこまち |  |  | あきたこまち | (0.9, 1.0, 0.5)
高知 | 高知 |  | general | (9.1, 9.1, 8.9)
コシヒカリ |  |  | コシヒカリ | (6.2, 6.2, 6.2)
ヒノヒカリ |  |  | ヒノヒカリ | (1.3, 1.3, 1.2)
福岡 | 福岡 |  | general | (53.0, 50.8, 33.9)
夢つくし |  |  | 夢つくし | (17.0, 16.1, 12.5)
ヒノヒカリ |  |  | ヒノヒカリ | (13.6, 13.2, 8.0)
元気つくし |  |  | 元気つくし | (17.3, 16.3, 10.7)
佐賀 | 佐賀 |  | general | (35.2, 35.3, 21.0)
さがびより |  |  | さがびより | (15.2, 15.6, 8.0)
夢しずく |  |  | 夢しずく | (11.3, 11.5, 7.3)
ヒノヒカリ |  |  | ヒノヒカリ | (5.4, 5.3, 3.1)
長崎 | 長崎 |  | general | (9.7, 9.6, 6.0)
にこまる |  |  | にこまる | (4.2, 4.1, 2.2)
なつほのか |  |  | なつほのか | (2.2, 2.2, 1.6)
ヒノヒカリ |  |  | ヒノヒカリ | (1.6, 1.6, 0.8)
熊本 | 熊本 |  | general | (31.4, 21.2, 21.2)
ヒノヒカリ |  |  | ヒノヒカリ | (11.5, 7.7, 7.7)
森のくまさん |  |  | 森のくまさん | (4.3, 2.4, 2.4)
コシヒカリ |  |  | コシヒカリ | (5.5, 4.3, 4.3)
大分 | 大分 |  | general | (13.6, 10.4, 9.0)
ヒノヒカリ |  |  | ヒノヒカリ | (6.0, 4.6, 4.0)
ひとめぼれ |  |  | ひとめぼれ | (1.9, 1.7, 1.2)
つや姫 |  |  | つや姫 | (1.8, 1.6, 1.5)
宮崎 | 宮崎 |  | general | (10.0, 9.3, 9.3)
コシヒカリ |  |  | コシヒカリ | (4.6, 4.6, 4.6)
ヒノヒカリ |  |  | ヒノヒカリ | (4.4, 3.7, 3.7)
鹿児島 | 鹿児島 |  | general | (12.3, 12.3, 11.4)
ヒノヒカリ |  |  | ヒノヒカリ | (4.0, 4.0, 3.6)
あきほなみ |  |  | あきほなみ | (3.1, 3.1, 2.6)
コシヒカリ |  |  | コシヒカリ | (3.0, 3.0, 3.0)
沖縄 | 沖縄 |  | general | (1.2, 1.2, 1.2)
全国 |  | YES | general | (2562.0, 2456.0, 1647.0)
参前年同月(４年産) |  |  | 参前年同月(４年産) | 
考前年同月差 |  |  | 考前年同月差 | 
２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む |  |  | ２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む | 
した数量である。 |  |  | した数量である。 | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合 |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合 | 
９「参考：前年同月比」で、令和５年産又は令和４年産の同時期に数量がな |  |  | ９「参考：前年同月比」で、令和５年産又は令和４年産の同時期に数量がな | 
契約 |  |  | 契約 | 
