PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2018/Mar2018.pdf
Title page: 12 | Table start page: 13
Parsing page: 14 (crop_right_ratio=0.65)
Numeric centers (xc): (179.1230664, 235.16213874, 347.36225034)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (2.5, 1.0, 1.0)
山梨 | 山梨 |  | general | (6.1, 1.8, 1.8)
コシヒカリ |  |  | コシヒカリ | (5.2, 1.6, 1.6)
あさひの夢 |  |  | あさひの夢 | (0.2, 0.0, 0.0)
長野 | 長野 |  | general | (67.8, 63.9, 17.2)
コシヒカリ |  |  | コシヒカリ | (53.4, 50.9, 11.8)
あきたこまち |  |  | あきたこまち | (7.8, 7.1, 2.3)
静岡 | 静岡 |  | general | (6.5, 2.8, 2.7)
コシヒカリ |  |  | コシヒカリ | (4.3, 2.0, 2.0)
きぬむすめ |  |  | きぬむすめ | (0.7, 0.3, 0.3)
あいちのかおり |  |  | あいちのかおり | (0.9, 0.3, 0.3)
新潟 | 新潟 |  | general | (252.1, 217.5, 88.2)
コシヒカリ一般 |  |  | コシヒカリ一般 | (137.2, 117.9, 43.3)
コシヒカリ魚沼 |  |  | コシヒカリ魚沼 | (29.3, 23.7, 11.2)
コシヒカリ岩船 |  |  | コシヒカリ岩船 | (11.2, 10.4, 3.9)
コシヒカリ佐渡 |  |  | コシヒカリ佐渡 | (13.5, 12.4, 5.1)
こしいぶき |  |  | こしいぶき | (37.3, 32.3, 13.7)
富山 | 富山 |  | general | (89.8, 66.3, 30.8)
コシヒカリ |  |  | コシヒカリ | (72.6, 55.6, 24.9)
てんたかく |  |  | てんたかく | (7.3, 5.5, 3.5)
石川 | 石川 |  | general | (24.5, 24.7, 5.2)
コシヒカリ |  |  | コシヒカリ | (16.6, 17.8, 3.3)
ゆめみづほ |  |  | ゆめみづほ | (4.7, 4.1, 0.5)
福井 | 福井 |  | general | (66.4, 60.3, 27.4)
コシヒカリ |  |  | コシヒカリ | (31.9, 29.3, 11.4)
ハナエチゼン |  |  | ハナエチゼン | (18.5, 17.3, 10.7)
岐阜 | 岐阜 |  | general | (24.8, 20.5, 11.0)
ハツシモ |  |  | ハツシモ | (11.9, 9.4, 5.0)
コシヒカリ |  |  | コシヒカリ | (7.1, 5.9, 2.9)
あきたこまち |  |  | あきたこまち | (2.0, 1.6, 1.2)
愛知 | 愛知 |  | general | (34.1, 20.2, 10.6)
あいちのかおり |  |  | あいちのかおり | (18.0, 9.5, 4.0)
コシヒカリ |  |  | コシヒカリ | (9.8, 7.6, 4.0)
大地の風 |  |  | 大地の風 | (1.3, 0.9, 0.7)
三重 | 三重 |  | general | (28.1, 23.1, 11.3)
コシヒカリ一般 |  |  | コシヒカリ一般 | (15.1, 13.3, 6.6)
コシヒカリ伊賀 |  |  | コシヒカリ伊賀 | (6.8, 4.5, 2.1)
キヌヒカリ |  |  | キヌヒカリ | (2.2, 1.4, 0.6)
滋賀 | 滋賀 |  | general | (52.1, 61.8, 24.8)
コシヒカリ |  |  | コシヒカリ | (20.1, 23.8, 10.7)
キヌヒカリ |  |  | キヌヒカリ | (9.9, 12.6, 4.6)
日本晴 |  |  | 日本晴 | (3.7, 5.3, 1.0)
京都 | 京都 |  | general | (12.0, 10.2, 4.7)
コシヒカリ |  |  | コシヒカリ | (7.0, 6.3, 2.7)
キヌヒカリ |  |  | キヌヒカリ | (2.6, 2.8, 1.3)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (37.4, 33.3, 17.2)
コシヒカリ |  |  | コシヒカリ | (11.5, 10.0, 5.0)
ヒノヒカリ |  |  | ヒノヒカリ | (4.4, 2.7, 1.0)
キヌヒカリ |  |  | キヌヒカリ | (3.3, 2.9, 1.3)
奈良 | 奈良 |  | general | (8.7, 2.9, 2.9)
ヒノヒカリ |  |  | ヒノヒカリ | (6.8, 2.0, 2.0)
コシヒカリ |  |  | コシヒカリ | (0.5, 0.3, 0.3)
和歌山 | 和歌山 |  | general | (1.5, 0.6, 0.6)
鳥取 | 鳥取 |  | general | (21.0, 17.4, 7.2)
コシヒカリ |  |  | コシヒカリ | (7.7, 6.6, 2.4)
きぬむすめ |  |  | きぬむすめ | (7.3, 5.6, 2.2)
ひとめぼれ |  |  | ひとめぼれ | (5.4, 4.9, 2.4)
‐ |  |  | ‐ | 
