PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2022/Nov2022.pdf
Title page: 36 | Table start page: 36
Parsing page: 37 (crop_right_ratio=0.65)
Numeric centers (xc): (229.39445726500003, 285.75129092500003, 345.11680460499997)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数 |  |  | 指数 | 
①② |  |  | ①② | 
新潟 | 新潟 |  | general | (147.4, 200.1, 10.3)
コシヒカリ一般 |  |  | コシヒカリ一般 | (87.2, 107.3, 4.0)
コシヒカリ魚沼 |  |  | コシヒカリ魚沼 | (12.2, 14.5, 1.5)
コシヒカリ佐渡 |  |  | コシヒカリ佐渡 | (5.6, 12.7, 0.3)
コシヒカリ岩船 |  |  | コシヒカリ岩船 | (2.7, 9.9, 0.3)
こしいぶき |  |  | こしいぶき | (24.0, 27.0, 2.3)
富山 | 富山 |  | general | (46.3, 48.5, 3.6)
コシヒカリ |  |  | コシヒカリ | (32.9, 36.7, 2.4)
てんたかく |  |  | てんたかく | (6.7, 4.4, 0.8)
石川 | 石川 |  | general | (20.0, 16.4, 0.9)
コシヒカリ |  |  | コシヒカリ | (11.9, 8.7, 0.3)
ゆめみづほ |  |  | ゆめみづほ | (4.0, 2.5, 0.3)
福井 | 福井 |  | general | (28.9, 17.4, 3.9)
コシヒカリ |  |  | コシヒカリ | (9.8, 7.5, 1.5)
ハナエチゼン |  |  | ハナエチゼン | (11.0, 5.3, 1.9)
あきさかり |  |  | あきさかり | (2.1, 0.9, 0.1)
岐阜 | 岐阜 |  | general | (2.7, 13.8, 0.9)
ハツシモ |  |  | ハツシモ | (nan, 7.1, nan)
コシヒカリ |  |  | コシヒカリ | (0.9, 2.7, 0.1)
ほしじるし |  |  | ほしじるし | (0.1, 2.2, nan)
愛知 | 愛知 |  | general | (8.8, 27.9, 1.7)
あいちのかおり |  |  | あいちのかおり | (0.0, 17.2, nan)
コシヒカリ |  |  | コシヒカリ | (6.2, 8.2, 0.9)
大地の風 |  |  | 大地の風 | (nan, 1.1, nan)
三重 | 三重 |  | general | (19.0, 20.5, 2.8)
コシヒカリ一般 |  |  | コシヒカリ一般 | (10.2, 12.2, 1.8)
コシヒカリ伊賀 |  |  | コシヒカリ伊賀 | (5.8, 4.5, 0.6)
キヌヒカリ |  |  | キヌヒカリ | (1.2, 1.2, 0.0)
滋賀 | 滋賀 |  | general | (25.3, 37.8, 3.4)
コシヒカリ |  |  | コシヒカリ | (9.2, 15.4, 1.2)
キヌヒカリ |  |  | キヌヒカリ | (4.4, 5.6, 0.3)
みずかがみ |  |  | みずかがみ | (7.4, 7.3, 1.4)
京都 | 京都 |  | general | (4.2, 8.1, 0.4)
コシヒカリ |  |  | コシヒカリ | (3.5, 5.6, 0.3)
キヌヒカリ |  |  | キヌヒカリ | (0.5, 1.2, 0.0)
ヒノヒカリ |  |  | ヒノヒカリ | (nan, 1.0, nan)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (16.4, 24.5, 2.1)
コシヒカリ |  |  | コシヒカリ | (12.2, 7.1, 1.5)
ヒノヒカリ |  |  | ヒノヒカリ | (0.0, 2.4, nan)
キヌヒカリ |  |  | キヌヒカリ | (2.2, 1.7, 0.1)
奈良 | 奈良 |  | general | (1.0, 0.0, 0.0)
ヒノヒカリ |  |  | ヒノヒカリ | (0.0, nan, nan)
和歌山 | 和歌山 |  | general | (0.6, 0.6, 0.0)
鳥取 | 鳥取 |  | general | (4.9, 10.7, 0.4)
きぬむすめ |  |  | きぬむすめ | (0.0, 1.6, nan)
コシヒカリ |  |  | コシヒカリ | (2.1, 3.2, 0.2)
ひとめぼれ |  |  | ひとめぼれ | (1.8, 3.3, 0.2)
島根 | 島根 |  | general | (13.6, 18.3, 0.8)
きぬむすめ |  |  | きぬむすめ | (1.5, 7.4, 0.1)
コシヒカリ |  |  | コシヒカリ | (8.1, 7.1, 0.6)
つや姫 |  |  | つや姫 | (3.1, 3.7, 0.1)
岡山 | 岡山 |  | general | (7.7, 4.9, 1.0)
アケボノ |  |  | アケボノ | (nan, 0.2, nan)
きぬむすめ |  |  | きぬむすめ | (0.0, 0.6, 0.0)
コシヒカリ |  |  | コシヒカリ | (4.3, 1.3, 0.6)
広島 | 広島 |  | general | (14.2, 28.2, 0.6)
コシヒカリ |  |  | コシヒカリ | (8.3, 13.9, 0.4)
あきさかり |  |  | あきさかり | (3.3, 7.2, 0.2)
あきろまん |  |  | あきろまん | (0.1, 2.1, 0.0)
契約 |  |  | 契約 | 
