PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2025/Aug2025.pdf
Title page: 40 | Table start page: 40
Parsing page: 40 (crop_right_ratio=0.65)
Numeric centers (xc): (189.708887, 230.4632894, 311.9898846)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和６年産米の産地別契約・販売状況 |  |  | ２令和６年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数比率 |  |  | 指数比率 | 
①②②/①③ |  |  | ①②②/①③ | 
北海道 | 北海道 |  | general | (286.8, 280.4, 207.9)
ななつぼし |  |  | ななつぼし | (136.3, 133.7, 97.7)
ゆめぴりか |  |  | ゆめぴりか | (79.7, 77.1, 58.3)
きらら３９７ |  |  | きらら３９７ | (20.8, 20.7, 13.4)
青森 | 青森 |  | general | (120.5, 115.0, 87.0)
まっしぐら |  |  | まっしぐら | (92.2, 89.1, 67.0)
つがるロマン |  |  | つがるロマン | (0.0, 0.0, 0.0)
岩手 | 岩手 |  | general | (106.7, 102.2, 76.3)
ひとめぼれ |  |  | ひとめぼれ | (79.0, 74.8, 56.0)
銀河のしずく |  |  | 銀河のしずく | (17.9, 17.6, 12.8)
あきたこまち |  |  | あきたこまち | (5.6, 5.6, 4.6)
宮城 | 宮城 |  | general | (149.8, 144.5, 89.6)
ひとめぼれ |  |  | ひとめぼれ | (111.4, 108.1, 61.4)
つや姫 |  |  | つや姫 | (13.4, 12.8, 8.5)
ササニシキ |  |  | ササニシキ | (8.8, 8.6, 6.6)
秋田 | 秋田 |  | general | (216.8, 267.2, 153.5)
あきたこまち |  |  | あきたこまち | (169.1, 215.9, 123.8)
ひとめぼれ |  |  | ひとめぼれ | (18.5, 20.4, 9.9)
めんこいな |  |  | めんこいな | (10.9, 11.9, 7.7)
山形 | 山形 |  | general | (178.4, 161.6, 115.5)
はえぬき |  |  | はえぬき | (96.3, 87.1, 59.1)
つや姫 |  |  | つや姫 | (40.1, 37.7, 29.3)
雪若丸 |  |  | 雪若丸 | (23.6, 19.3, 13.2)
福島 | 福島 |  | general | (141.5, 133.3, 94.4)
コシヒカリ（中通り） |  |  | コシヒカリ（中通り） | (36.0, 34.5, 22.3)
コシヒカリ（会津） |  |  | コシヒカリ（会津） | (25.7, 24.6, 13.0)
コシヒカリ（浜通り） |  |  | コシヒカリ（浜通り） | (3.9, 3.8, 2.2)
ひとめぼれ |  |  | ひとめぼれ | (26.7, 23.7, 19.7)
天のつぶ |  |  | 天のつぶ | (34.1, 32.4, 24.4)
茨城 | 茨城 |  | general | (58.8, 58.8, 52.2)
コシヒカリ |  |  | コシヒカリ | (34.8, 34.9, 31.0)
あきたこまち |  |  | あきたこまち | (7.4, 7.4, 7.2)
にじのきらめき |  |  | にじのきらめき | (9.1, 9.1, 7.3)
栃木 | 栃木 |  | general | (88.3, 83.2, 61.2)
コシヒカリ |  |  | コシヒカリ | (61.7, 58.7, 45.0)
とちぎの星 |  |  | とちぎの星 | (16.4, 15.4, 10.1)
あさひの夢 |  |  | あさひの夢 | (4.2, 3.9, 2.0)
群馬 | 群馬 |  | general | (13.9, 10.7, 7.3)
あさひの夢 |  |  | あさひの夢 | (9.5, 7.9, 5.1)
ゆめまつり |  |  | ゆめまつり | (0.9, 0.5, 0.3)
埼玉 | 埼玉 |  | general | (7.7, 11.5, 6.3)
彩のきずな |  |  | 彩のきずな | (3.3, 4.7, 2.7)
彩のかがやき |  |  | 彩のかがやき | (1.3, 2.5, 0.6)
コシヒカリ |  |  | コシヒカリ | (1.7, 2.8, 1.6)
千葉 | 千葉 |  | general | (57.9, 57.6, 53.1)
コシヒカリ |  |  | コシヒカリ | (26.9, 26.8, 24.8)
ふさこがね |  |  | ふさこがね | (14.6, 14.5, 13.5)
ふさおとめ |  |  | ふさおとめ | (10.2, 9.8, 9.5)
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (2.3, 2.1, 2.1)
山梨 | 山梨 |  | general | (4.3, 3.0, 3.0)
コシヒカリ |  |  | コシヒカリ | (3.7, 2.7, 2.7)
長野 | 長野 |  | general | (57.2, 56.5, 38.2)
コシヒカリ |  |  | コシヒカリ | (45.7, 45.2, 29.1)
あきたこまち |  |  | あきたこまち | (5.2, 5.1, 4.3)
静岡 | 静岡 |  | general | (4.8, 7.2, 3.7)
コシヒカリ |  |  | コシヒカリ | (3.2, 4.5, 2.5)
きぬむすめ |  |  | きぬむすめ | (0.6, 1.2, 0.5)
にこまる |  |  | にこまる | (0.3, 0.4, 0.2)
契約-3 |  |  | 契約-3 | 
