PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2025/May2025.pdf
Title page: 39 | Table start page: 39
Parsing page: 39 (crop_right_ratio=0.65)
Numeric centers (xc): (177.59358220000001, 218.34798460000002, 299.87527980000004)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和６年産米の産地別契約・販売状況 |  |  | ２令和６年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数比率 |  |  | 指数比率 | 
①②②/①③ |  |  | ①②②/①③ | 
北海道 | 北海道 |  | general | (272.2, 260.1, 139.4)
ななつぼし |  |  | ななつぼし | (131.2, 127.7, 66.9)
ゆめぴりか |  |  | ゆめぴりか | (78.4, 75.2, 38.8)
きらら３９７ |  |  | きらら３９７ | (19.3, 17.3, 7.3)
青森 | 青森 |  | general | (99.1, 110.2, 44.5)
まっしぐら |  |  | まっしぐら | (71.3, 86.3, 31.8)
つがるロマン |  |  | つがるロマン | (0.0, 0.0, 0.0)
岩手 | 岩手 |  | general | (103.6, 96.9, 49.9)
ひとめぼれ |  |  | ひとめぼれ | (76.9, 70.9, 37.2)
銀河のしずく |  |  | 銀河のしずく | (17.2, 16.6, 8.1)
あきたこまち |  |  | あきたこまち | (5.2, 5.2, 2.6)
宮城 | 宮城 |  | general | (135.4, 128.4, 52.8)
ひとめぼれ |  |  | ひとめぼれ | (101.5, 97.1, 34.8)
つや姫 |  |  | つや姫 | (13.4, 12.5, 5.7)
ササニシキ |  |  | ササニシキ | (8.3, 8.1, 4.6)
秋田 | 秋田 |  | general | (200.6, 248.7, 96.1)
あきたこまち |  |  | あきたこまち | (160.0, 205.4, 81.2)
ひとめぼれ |  |  | ひとめぼれ | (16.4, 17.8, 4.3)
めんこいな |  |  | めんこいな | (7.5, 8.5, 3.8)
山形 | 山形 |  | general | (157.2, 128.3, 64.4)
はえぬき |  |  | はえぬき | (76.2, 63.3, 27.8)
つや姫 |  |  | つや姫 | (39.0, 33.2, 19.1)
雪若丸 |  |  | 雪若丸 | (23.3, 16.7, 8.0)
福島 | 福島 |  | general | (120.9, 108.7, 46.8)
コシヒカリ（中通り） |  |  | コシヒカリ（中通り） | (35.3, 32.1, 11.8)
コシヒカリ（会津） |  |  | コシヒカリ（会津） | (25.4, 23.2, 6.1)
コシヒカリ（浜通り） |  |  | コシヒカリ（浜通り） | (4.0, 3.7, 1.3)
ひとめぼれ |  |  | ひとめぼれ | (22.9, 19.9, 8.6)
天のつぶ |  |  | 天のつぶ | (22.2, 20.6, 12.6)
茨城 | 茨城 |  | general | (57.6, 58.1, 40.1)
コシヒカリ |  |  | コシヒカリ | (34.2, 34.4, 23.3)
あきたこまち |  |  | あきたこまち | (7.3, 7.4, 6.7)
にじのきらめき |  |  | にじのきらめき | (8.8, 8.8, 5.4)
栃木 | 栃木 |  | general | (83.1, 69.7, 32.9)
コシヒカリ |  |  | コシヒカリ | (60.2, 51.2, 25.9)
とちぎの星 |  |  | とちぎの星 | (14.1, 11.6, 3.8)
あさひの夢 |  |  | あさひの夢 | (3.3, 2.8, 0.7)
群馬 | 群馬 |  | general | (13.9, 8.8, 3.6)
あさひの夢 |  |  | あさひの夢 | (9.5, 6.7, 2.5)
ゆめまつり |  |  | ゆめまつり | (0.9, 0.5, 0.1)
埼玉 | 埼玉 |  | general | (7.5, 10.7, 4.9)
彩のきずな |  |  | 彩のきずな | (3.3, 4.1, 2.0)
彩のかがやき |  |  | 彩のかがやき | (1.2, 2.4, 0.4)
コシヒカリ |  |  | コシヒカリ | (1.7, 2.8, 1.1)
千葉 | 千葉 |  | general | (53.3, 55.8, 43.7)
コシヒカリ |  |  | コシヒカリ | (25.3, 26.0, 19.8)
ふさこがね |  |  | ふさこがね | (13.0, 14.1, 11.5)
ふさおとめ |  |  | ふさおとめ | (9.3, 9.5, 8.5)
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (2.3, 2.1, 2.1)
山梨 | 山梨 |  | general | (4.3, 2.5, 2.5)
コシヒカリ |  |  | コシヒカリ | (3.7, 2.2, 2.2)
長野 | 長野 |  | general | (56.1, 56.3, 26.6)
コシヒカリ |  |  | コシヒカリ | (44.9, 45.1, 19.2)
あきたこまち |  |  | あきたこまち | (5.1, 5.1, 3.5)
静岡 | 静岡 |  | general | (4.8, 7.2, 2.9)
コシヒカリ |  |  | コシヒカリ | (3.2, 4.5, 2.0)
きぬむすめ |  |  | きぬむすめ | (0.6, 1.2, 0.4)
にこまる |  |  | にこまる | (0.3, 0.4, 0.1)
契約-3 |  |  | 契約-3 | 
