PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2020/Sep2020.pdf
Title page: 20 | Table start page: 20
Parsing page: 22 (crop_right_ratio=0.65)
Numeric centers (xc): (225.63039248, 268.94972672, 342.92931968000005)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
山 |  |  | 山 | (32.6, 32.0, 24.1)
コシヒカリ9.69.9103% |  |  | コシヒカリ9.69.9103% | (9.6, 9.9, 7.7)
ひとめぼれ7.87.9102% |  |  | ひとめぼれ7.87.9102% | (7.8, 7.9, 6.5)
ヒノヒカリ6.86.697% |  |  | ヒノヒカリ6.86.697% | (6.8, 6.6, 4.8)
徳 |  |  | 徳 | (5.6, 5.3, 5.2)
コシヒカリ2.62.6100% |  |  | コシヒカリ2.62.6100% | (2.6, 2.6, 2.6)
キヌヒカリ0.80.8100% |  |  | キヌヒカリ0.80.8100% | (0.8, 0.8, 0.8)
香 |  |  | 香 | (19.7, 19.7, 14.0)
コシヒカリ6.66.6100% |  |  | コシヒカリ6.66.6100% | (6.6, 6.6, 5.9)
ヒノヒカリ5.95.9100% |  |  | ヒノヒカリ5.95.9100% | (5.9, 5.9, 3.5)
おいでまい4.14.1100% |  |  | おいでまい4.14.1100% | (4.1, 4.1, 3.0)
愛 |  |  | 愛 | (8.2, 7.8, 7.0)
コシヒカリ3.33.399% |  |  | コシヒカリ3.33.399% | (3.3, 3.3, 3.1)
ヒノヒカリ1.41.184% |  |  | ヒノヒカリ1.41.184% | (1.4, 1.1, 1.0)
あきたこまち0.90.998% |  |  | あきたこまち0.90.998% | (0.9, 0.9, 0.8)
高 |  |  | 高 | (9.6, 9.5, 9.5)
コシヒカリ6.36.3100% |  |  | コシヒカリ6.36.3100% | (6.3, 6.3, 6.3)
ヒノヒカリ1.31.395% |  |  | ヒノヒカリ1.31.395% | (1.3, 1.3, 1.3)
福 |  |  | 福 | (42.9, 41.6, 35.4)
夢つくし13.913.698% |  |  | 夢つくし13.913.698% | (13.9, 13.6, 12.8)
ヒノヒカリ11.311.198% |  |  | ヒノヒカリ11.311.198% | (11.3, 11.1, 8.8)
元気つくし14.513.794% |  |  | 元気つくし14.513.794% | (14.5, 13.7, 11.8)
佐 |  |  | 佐 | (28.2, 28.2, 20.7)
夢しずく10.610.6100% |  |  | 夢しずく10.610.6100% | (10.6, 10.6, 8.5)
さがびより7.67.6100% |  |  | さがびより7.67.6100% | (7.6, 7.6, 4.8)
ヒノヒカリ6.26.2100% |  |  | ヒノヒカリ6.26.2100% | (6.2, 6.2, 4.1)
長 |  |  | 長 | (9.1, 9.4, 7.2)
にこまる3.83.9103% |  |  | にこまる3.83.9103% | (3.8, 3.9, 2.7)
ヒノヒカリ2.42.4100% |  |  | ヒノヒカリ2.42.4100% | (2.4, 2.4, 2.0)
コシヒカリ1.21.2107% |  |  | コシヒカリ1.21.2107% | (1.2, 1.2, 1.0)
熊 |  |  | 熊 | (32.2, 25.4, 25.4)
ヒノヒカリ12.810.078% |  |  | ヒノヒカリ12.810.078% | (12.8, 10.0, 10.0)
森のくまさん6.34.775% |  |  | 森のくまさん6.34.775% | (6.3, 4.7, 4.7)
コシヒカリ5.85.696% |  |  | コシヒカリ5.85.696% | (5.8, 5.6, 5.6)
大 |  |  | 大 | (9.1, 9.1, 7.0)
ヒノヒカリ5.85.8100% |  |  | ヒノヒカリ5.85.8100% | (5.8, 5.8, 4.3)
ひとめぼれ0.80.8101% |  |  | ひとめぼれ0.80.8101% | (0.8, 0.8, 0.6)
つや姫1.71.7100% |  |  | つや姫1.71.7100% | (1.7, 1.7, 1.4)
宮 |  |  | 宮 | (12.0, 12.0, 11.5)
コシヒカリ6.66.6100% |  |  | コシヒカリ6.66.6100% | (6.6, 6.6, 6.6)
ヒノヒカリ4.74.7100% |  |  | ヒノヒカリ4.74.7100% | (4.7, 4.7, 4.3)
鹿児島 | 鹿児島 |  | general | (12.3, 12.3, 11.5)
ヒノヒカリ4.84.8100% |  |  | ヒノヒカリ4.84.8100% | (4.8, 4.8, 4.1)
あきほなみ2.02.0100% |  |  | あきほなみ2.02.0100% | (2.0, 2.0, 1.8)
コシヒカリ3.53.5100% |  |  | コシヒカリ3.53.5100% | (3.5, 3.5, 3.5)
沖 |  |  | 沖 | (1.4, 1.4, 1.4)
全 |  |  | 全 | 
参 |  |  | 参 | 
考 |  |  | 考 | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない。 |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない。 | 
９「参考：前年同月比」で、令和元年産又は平成30年産の同時期に数量がなかった場合は、「… |  |  | ９「参考：前年同月比」で、令和元年産又は平成30年産の同時期に数量がなかった場合は、「… | 
契約 |  |  | 契約 | 
