PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2023/Mar2023.pdf
Title page: 42 | Table start page: 42
Parsing page: 44 (crop_right_ratio=0.65)
Numeric centers (xc): (194.96759448, 240.47345082000004, 331.54732798)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
山口 | 山口 |  | general | (41.6, 27.1, 12.5)
コシヒカリ |  |  | コシヒカリ | (11.2, 8.7, 4.1)
ひとめぼれ |  |  | ひとめぼれ | (9.9, 5.7, 2.7)
ヒノヒカリ |  |  | ヒノヒカリ | (6.0, 3.7, 1.5)
徳島 | 徳島 |  | general | (5.7, 4.0, 2.0)
コシヒカリ |  |  | コシヒカリ | (2.3, 1.5, 1.1)
あきさかり |  |  | あきさかり | (2.8, 1.9, 0.7)
香川 | 香川 |  | general | (19.7, 19.4, 4.0)
コシヒカリ |  |  | コシヒカリ | (5.8, 5.5, 1.7)
ヒノヒカリ |  |  | ヒノヒカリ | (5.6, 5.6, 1.0)
おいでまい |  |  | おいでまい | (3.5, 3.5, 0.9)
愛媛 | 愛媛 |  | general | (12.3, 9.5, 3.4)
コシヒカリ |  |  | コシヒカリ | (4.2, 4.5, 1.4)
ヒノヒカリ |  |  | ヒノヒカリ | (2.1, 1.2, 0.4)
あきたこまち |  |  | あきたこまち | (1.4, 0.9, 0.4)
高知 | 高知 |  | general | (9.5, 5.4, 5.4)
コシヒカリ |  |  | コシヒカリ | (6.5, 4.1, 4.1)
ヒノヒカリ |  |  | ヒノヒカリ | (1.3, 0.5, 0.5)
福岡 | 福岡 |  | general | (50.2, 43.1, 11.1)
夢つくし |  |  | 夢つくし | (17.1, 14.0, 3.9)
ヒノヒカリ |  |  | ヒノヒカリ | (12.3, 11.3, 2.4)
元気つくし |  |  | 元気つくし | (16.3, 13.7, 3.5)
佐賀 | 佐賀 |  | general | (31.2, 31.0, 6.6)
さがびより |  |  | さがびより | (11.5, 12.5, 1.7)
夢しずく |  |  | 夢しずく | (10.9, 11.6, 2.3)
ヒノヒカリ |  |  | ヒノヒカリ | (5.5, 4.8, 0.9)
長崎 | 長崎 |  | general | (8.5, 7.4, 2.0)
にこまる |  |  | にこまる | (3.4, 3.2, 0.7)
ヒノヒカリ |  |  | ヒノヒカリ | (1.4, 1.1, 0.3)
なつほのか |  |  | なつほのか | (2.0, 1.9, 0.3)
熊本 | 熊本 |  | general | (31.7, 6.7, 6.7)
ヒノヒカリ |  |  | ヒノヒカリ | (14.0, 2.0, 2.0)
森のくまさん |  |  | 森のくまさん | (4.3, 0.7, 0.7)
コシヒカリ |  |  | コシヒカリ | (5.3, 2.3, 2.3)
大分 | 大分 |  | general | (15.1, 11.8, 3.3)
ヒノヒカリ |  |  | ヒノヒカリ | (6.9, 4.4, 1.0)
ひとめぼれ |  |  | ひとめぼれ | (2.2, 2.0, 0.7)
つや姫 |  |  | つや姫 | (2.2, 2.1, 0.9)
宮崎 | 宮崎 |  | general | (12.6, 9.0, 8.7)
コシヒカリ |  |  | コシヒカリ | (5.6, 5.6, 5.6)
ヒノヒカリ |  |  | ヒノヒカリ | (5.3, 1.7, 1.7)
鹿児島 | 鹿児島 |  | general | (8.6, 8.6, 7.4)
ヒノヒカリ |  |  | ヒノヒカリ | (2.4, 2.4, 1.4)
あきほなみ |  |  | あきほなみ | (0.7, 0.7, 0.5)
コシヒカリ |  |  | コシヒカリ | (2.8, 2.8, 2.8)
沖縄 | 沖縄 |  | general | (1.2, 1.2, 1.1)
全国① |  | YES | general | (2562.0, 2059.0, 693.0)
参前年同月(３年産) |  |  | 参前年同月(３年産) | 
考前年同月差 |  |  | 考前年同月差 | 
した数量である。 |  |  | した数量である。 | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合 |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合 | 
契約 |  |  | 契約 | 
