PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2022/Jun2022.pdf
Title page: 35 | Table start page: 35
Parsing page: 35 (crop_right_ratio=0.65)
Numeric centers (xc): (203.98258031999995, 251.50067933999998, 332.5582235999999)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和3年産米の産地別契約・販売状況 |  |  | ２令和3年産米の産地別契約・販売状況 | 
（累計、うるち米、 |  |  | （累計、うるち米、 | 
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
北海道 | 北海道 |  | general | (363.2, 291.3, 175.9)
ななつぼし |  |  | ななつぼし | (176.5, 151.2, 93.1)
ゆめぴりか |  |  | ゆめぴりか | (92.9, 68.0, 42.1)
きらら３９７ |  |  | きらら３９７ | (33.7, 27.2, 8.6)
青森 | 青森 |  | general | (121.1, 106.3, 58.5)
まっしぐら |  |  | まっしぐら | (94.9, 82.4, 42.8)
つがるロマン |  |  | つがるロマン | (15.0, 13.1, 8.6)
岩手 | 岩手 |  | general | (132.1, 119.2, 40.6)
ひとめぼれ |  |  | ひとめぼれ | (102.4, 95.1, 32.1)
あきたこまち |  |  | あきたこまち | (14.3, 10.4, 2.1)
銀河のしずく |  |  | 銀河のしずく | (7.2, 6.6, 3.5)
宮城 | 宮城 |  | general | (179.9, 173.5, 59.6)
ひとめぼれ |  |  | ひとめぼれ | (138.1, 137.5, 41.8)
つや姫 |  |  | つや姫 | (14.7, 14.3, 6.9)
ササニシキ |  |  | ササニシキ | (9.9, 9.4, 4.3)
秋田 | 秋田 |  | general | (267.3, 249.6, 125.2)
あきたこまち |  |  | あきたこまち | (221.0, 204.9, 111.2)
めんこいな |  |  | めんこいな | (11.0, 10.9, 2.8)
ひとめぼれ |  |  | ひとめぼれ | (21.1, 20.4, 4.5)
山形 | 山形 |  | general | (202.7, 170.0, 88.2)
はえぬき |  |  | はえぬき | (115.1, 92.5, 39.7)
つや姫 |  |  | つや姫 | (41.3, 37.9, 25.9)
雪若丸 |  |  | 雪若丸 | (20.4, 15.7, 7.8)
福島 | 福島 |  | general | (124.9, 115.5, 44.4)
コシヒカリ中通り |  |  | コシヒカリ中通り | (38.5, 35.8, 16.3)
コシヒカリ会津 |  |  | コシヒカリ会津 | (30.4, 31.9, 6.6)
コシヒカリ浜通り |  |  | コシヒカリ浜通り | (5.0, 4.7, 1.5)
ひとめぼれ |  |  | ひとめぼれ | (23.5, 21.2, 9.8)
天のつぶ |  |  | 天のつぶ | (17.4, 15.2, 6.2)
茨城 | 茨城 |  | general | (78.2, 76.9, 43.3)
コシヒカリ |  |  | コシヒカリ | (56.6, 54.8, 29.0)
あきたこまち |  |  | あきたこまち | (10.7, 10.8, 8.8)
あさひの夢 |  |  | あさひの夢 | (0.2, 0.2, 0.2)
栃木 | 栃木 |  | general | (128.2, 105.4, 40.2)
コシヒカリ |  |  | コシヒカリ | (94.1, 78.6, 29.6)
あさひの夢 |  |  | あさひの夢 | (7.0, 5.0, 1.5)
とちぎの星 |  |  | とちぎの星 | (19.1, 15.7, 6.2)
群馬 | 群馬 |  | general | (18.6, 18.5, 9.4)
あさひの夢 |  |  | あさひの夢 | (12.3, 12.3, 6.4)
ゆめまつり |  |  | ゆめまつり | (3.5, 3.5, 1.8)
埼玉 | 埼玉 |  | general | (23.3, 21.4, 8.9)
彩のかがやき |  |  | 彩のかがやき | (8.6, 7.7, 4.3)
彩のきずな |  |  | 彩のきずな | (7.2, 6.8, 1.8)
コシヒカリ |  |  | コシヒカリ | (5.1, 4.5, 1.3)
千葉 | 千葉 |  | general | (61.7, 58.2, 47.6)
コシヒカリ |  |  | コシヒカリ | (31.0, 28.4, 23.5)
ふさこがね |  |  | ふさこがね | (12.9, 13.0, 10.8)
ふさおとめ |  |  | ふさおとめ | (11.5, 10.5, 8.9)
東京 | 東京 |  | general | (0.0, 0.0, 0.0)
神奈川 | 神奈川 |  | general | (2.2, 1.3, 1.3)
山梨 | 山梨 |  | general | (5.2, 2.9, 2.9)
コシヒカリ |  |  | コシヒカリ | (4.5, 2.5, 2.5)
長野 | 長野 |  | general | (64.9, 63.4, 23.4)
コシヒカリ |  |  | コシヒカリ | (51.9, 50.7, 18.2)
あきたこまち |  |  | あきたこまち | (6.5, 6.5, 2.3)
静岡 | 静岡 |  | general | (6.7, 3.5, 3.5)
コシヒカリ |  |  | コシヒカリ | (3.8, 2.5, 2.5)
きぬむすめ |  |  | きぬむすめ | (1.3, 0.4, 0.4)
あいちのかおり |  |  | あいちのかおり | (0.9, 0.4, 0.4)
契約 |  |  | 契約 | 
