PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2017/Jul2017.pdf
Title page: 10 | Table start page: 11
Parsing page: 13 (crop_right_ratio=0.65)
Numeric centers (xc): (138.130995030255, 194.273940022415, 309.12037512591496)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
① |  |  | ① | 
(玄米千ﾄﾝ) |  |  | 玄米千ﾄﾝ | 
島根 | 島根 |  | general | (39.4, 34.1, 26.1)
(コシヒカリ) |  |  | コシヒカリ | (19.5, 15.6, 12.7)
(きぬむすめ) |  |  | きぬむすめ | (12.9, 11.8, 8.3)
(つや姫) |  |  | つや姫 | (4.0, 3.8, 2.5)
岡山 | 岡山 |  | general | (15.0, 15.0, 8.8)
(アケボノ) |  |  | アケボノ | (2.6, 2.6, 1.2)
(あきたこまち) |  |  | あきたこまち | (1.9, 1.9, 1.2)
(ヒノヒカリ) |  |  | ヒノヒカリ | (1.7, 1.7, 0.8)
広島 | 広島 |  | general | (33.6, 32.4, 23.0)
(コシヒカリ) |  |  | コシヒカリ | (15.8, 15.1, 10.3)
(あきろまん) |  |  | あきろまん | (3.2, 3.4, 2.4)
(ヒノヒカリ) |  |  | ヒノヒカリ | (2.5, 2.4, 1.4)
山口 | 山口 |  | general | (31.9, 31.0, 17.9)
(コシヒカリ) |  |  | コシヒカリ | (9.9, 9.6, 5.3)
(ひとめぼれ) |  |  | ひとめぼれ | (8.1, 7.7, 5.1)
(ヒノヒカリ) |  |  | ヒノヒカリ | (6.5, 6.4, 3.5)
徳島 | 徳島 |  | general | (6.1, 6.0, 5.0)
(コシヒカリ) |  |  | コシヒカリ | (3.5, 3.4, 2.9)
(キヌヒカリ) |  |  | キヌヒカリ | (1.8, 1.8, 1.3)
香川 | 香川 |  | general | (26.4, 23.4, 15.4)
(ヒノヒカリ) |  |  | ヒノヒカリ | (11.1, 9.0, 6.2)
(コシヒカリ) |  |  | コシヒカリ | (8.7, 7.8, 5.5)
愛媛 | 愛媛 |  | general | (12.4, 8.2, 8.0)
(コシヒカリ) |  |  | コシヒカリ | (4.7, 3.4, 3.3)
(ヒノヒカリ) |  |  | ヒノヒカリ | (2.4, 1.5, 1.4)
(あきたこまち) |  |  | あきたこまち | (1.8, 1.2, 1.2)
高知 | 高知 |  | general | (6.5, 5.1, 4.9)
(コシヒカリ) |  |  | コシヒカリ | (5.1, 3.7, 3.5)
(ヒノヒカリ) |  |  | ヒノヒカリ | (0.4, 0.3, 0.3)
福岡 | 福岡 |  | general | (55.2, 49.9, 30.6)
(夢つくし) |  |  | 夢つくし | (18.2, 16.6, 11.0)
(ヒノヒカリ) |  |  | ヒノヒカリ | (16.0, 15.1, 7.9)
(元気つくし) |  |  | 元気つくし | (18.6, 15.8, 10.7)
佐賀 | 佐賀 |  | general | (43.8, 43.8, 27.5)
(さがびより) |  |  | さがびより | (14.0, 14.0, 9.8)
(夢しずく) |  |  | 夢しずく | (13.3, 13.3, 8.3)
(ヒノヒカリ) |  |  | ヒノヒカリ | (10.6, 10.6, 5.0)
長崎 | 長崎 |  | general | (11.7, 11.5, 7.1)
(にこまる) |  |  | にこまる | (4.6, 4.6, 2.7)
(ヒノヒカリ) |  |  | ヒノヒカリ | (3.7, 3.6, 2.4)
(コシヒカリ) |  |  | コシヒカリ | (1.7, 1.7, 1.2)
熊本 | 熊本 |  | general | (37.9, 29.7, 21.7)
(ヒノヒカリ) |  |  | ヒノヒカリ | (16.6, 14.2, 9.2)
(森のくまさん) |  |  | 森のくまさん | (7.2, 5.4, 3.7)
(コシヒカリ) |  |  | コシヒカリ | (6.3, 4.6, 4.0)
大分 | 大分 |  | general | (14.3, 13.8, 7.9)
(ヒノヒカリ) |  |  | ヒノヒカリ | (10.2, 9.8, 5.2)
(ひとめぼれ) |  |  | ひとめぼれ | (0.9, 0.9, 0.5)
宮崎 | 宮崎 |  | general | (16.3, 16.3, 14.2)
(コシヒカリ) |  |  | コシヒカリ | (9.4, 9.4, 9.4)
(ヒノヒカリ) |  |  | ヒノヒカリ | (5.8, 5.8, 3.9)
鹿児島 | 鹿児島 |  | general | (14.9, 14.9, 11.6)
(ヒノヒカリ) |  |  | ヒノヒカリ | (6.9, 6.9, 4.5)
(あきほなみ) |  |  | あきほなみ | (2.8, 2.8, 2.0)
(コシヒカリ) |  |  | コシヒカリ | (3.4, 3.4, 3.4)
沖縄 | 沖縄 |  | general | (1.6, 1.6, 1.6)
全国① |  | YES | general | (3034.0, 2830.0, 1837.0)
参前年同月(27年産)② |  |  | 参前年同月(27年産)② | 
考前年同月差(①-②) |  |  | 考前年同月差(①-②) | 
-11- |  |  | -11- | 
