PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2018/Oct2018.pdf
Title page: 15 | Table start page: 16
Parsing page: 17 (crop_right_ratio=0.65)
Numeric centers (xc): (172.15873376999997, 228.16839412499996, 340.128261105)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (2.5, 2.2, 2.2)
山梨 | 山梨 |  | general | (6.2, 5.5, 5.5)
コシヒカリ |  |  | コシヒカリ | (5.3, 4.8, 4.8)
あさひの夢 |  |  | あさひの夢 | (0.2, 0.1, 0.1)
長野 | 長野 |  | general | (68.8, 68.5, 56.0)
コシヒカリ |  |  | コシヒカリ | (54.2, 54.0, 43.8)
あきたこまち |  |  | あきたこまち | (7.9, 7.9, 6.5)
静岡 | 静岡 |  | general | (6.6, 6.6, 6.6)
コシヒカリ |  |  | コシヒカリ | (4.3, 4.3, 4.3)
きぬむすめ |  |  | きぬむすめ | (0.7, 0.7, 0.7)
あいちのかおり |  |  | あいちのかおり | (0.9, 0.9, 0.9)
新潟 | 新潟 |  | general | (258.4, 257.7, 239.5)
コシヒカリ一般 |  |  | コシヒカリ一般 | (141.4, 141.1, 132.6)
コシヒカリ魚沼 |  |  | コシヒカリ魚沼 | (29.6, 29.1, 27.4)
コシヒカリ岩船 |  |  | コシヒカリ岩船 | (11.2, 11.2, 10.6)
コシヒカリ佐渡 |  |  | コシヒカリ佐渡 | (13.6, 13.6, 13.0)
こしいぶき |  |  | こしいぶき | (38.6, 38.5, 34.9)
富山 | 富山 |  | general | (92.1, 90.4, 82.6)
コシヒカリ |  |  | コシヒカリ | (74.6, 73.8, 68.3)
てんたかく |  |  | てんたかく | (7.2, 7.2, 6.4)
石川 | 石川 |  | general | (25.7, 25.6, 21.3)
コシヒカリ |  |  | コシヒカリ | (17.6, 17.6, 14.4)
ゆめみづほ |  |  | ゆめみづほ | (4.8, 4.8, 3.9)
福井 | 福井 |  | general | (67.2, 66.7, 61.2)
コシヒカリ |  |  | コシヒカリ | (32.8, 32.7, 30.3)
ハナエチゼン |  |  | ハナエチゼン | (18.7, 18.7, 17.7)
岐阜 | 岐阜 |  | general | (26.7, 26.2, 20.3)
ハツシモ |  |  | ハツシモ | (13.6, 13.3, 9.0)
コシヒカリ |  |  | コシヒカリ | (7.1, 7.0, 6.6)
あきたこまち |  |  | あきたこまち | (2.0, 2.0, 1.6)
愛知 | 愛知 |  | general | (34.4, 34.3, 27.8)
あいちのかおり |  |  | あいちのかおり | (18.1, 18.1, 13.6)
コシヒカリ |  |  | コシヒカリ | (9.9, 9.9, 8.9)
大地の風 |  |  | 大地の風 | (1.3, 1.3, 1.2)
三重 | 三重 |  | general | (28.0, 28.0, 25.6)
コシヒカリ一般 |  |  | コシヒカリ一般 | (15.5, 15.5, 14.6)
コシヒカリ伊賀 |  |  | コシヒカリ伊賀 | (6.2, 6.2, 5.6)
キヌヒカリ |  |  | キヌヒカリ | (2.2, 2.2, 1.9)
滋賀 | 滋賀 |  | general | (58.2, 58.3, 53.5)
コシヒカリ |  |  | コシヒカリ | (21.9, 21.9, 20.7)
キヌヒカリ |  |  | キヌヒカリ | (11.0, 11.0, 9.8)
日本晴 |  |  | 日本晴 | (4.9, 5.0, 3.6)
京都 | 京都 |  | general | (12.6, 12.4, 11.0)
コシヒカリ |  |  | コシヒカリ | (7.1, 7.0, 6.4)
キヌヒカリ |  |  | キヌヒカリ | (2.9, 2.9, 2.7)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (40.9, 40.2, 31.3)
コシヒカリ |  |  | コシヒカリ | (11.6, 11.6, 11.0)
ヒノヒカリ |  |  | ヒノヒカリ | (4.6, 4.4, 3.5)
キヌヒカリ |  |  | キヌヒカリ | (3.5, 3.5, 3.0)
奈良 | 奈良 |  | general | (8.7, 7.5, 7.5)
ヒノヒカリ |  |  | ヒノヒカリ | (6.8, 5.7, 5.7)
コシヒカリ |  |  | コシヒカリ | (0.5, 0.5, 0.5)
和歌山 | 和歌山 |  | general | (1.5, 1.5, 1.5)
鳥取 | 鳥取 |  | general | (21.0, 19.9, 18.4)
コシヒカリ |  |  | コシヒカリ | (7.8, 7.4, 7.1)
きぬむすめ |  |  | きぬむすめ | (7.3, 6.9, 6.1)
ひとめぼれ |  |  | ひとめぼれ | (5.5, 5.3, 4.8)
‐6‐ |  |  | ‐6‐ | 
