PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2025/Jan2025.pdf
Title page: 34 | Table start page: 34
Parsing page: 34 (crop_right_ratio=0.65)
Numeric centers (xc): (197.256785, 245.75232499999998, 296.33799)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和６年産米の産地別契約・販売状況 |  |  | ２令和６年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数 |  |  | 指数 | 
北海道 | 北海道 |  | general | (237.3, 224.3, 65.5)
ななつぼし |  |  | ななつぼし | (114.2, 114.7, 27.1)
ゆめぴりか |  |  | ゆめぴりか | (64.9, 56.7, 15.1)
きらら３９７ |  |  | きらら３９７ | (17.7, 16.8, 2.0)
青森 | 青森 |  | general | (80.8, 74.7, 12.4)
まっしぐら |  |  | まっしぐら | (56.5, 53.6, 7.1)
つがるロマン |  |  | つがるロマン | 
岩手 | 岩手 |  | general | (76.4, 69.5, 10.3)
ひとめぼれ |  |  | ひとめぼれ | (54.3, 48.7, 6.8)
銀河のしずく |  |  | 銀河のしずく | (13.2, 15.4, 2.6)
あきたこまち |  |  | あきたこまち | (4.8, 4.0, 0.4)
宮城 | 宮城 |  | general | (109.9, 118.3, 15.5)
ひとめぼれ |  |  | ひとめぼれ | (80.3, 90.2, 10.4)
つや姫 |  |  | つや姫 | (12.7, 11.7, 1.5)
ササニシキ |  |  | ササニシキ | (6.0, 7.1, 1.8)
秋田 | 秋田 |  | general | (178.1, 215.4, 27.5)
あきたこまち |  |  | あきたこまち | (148.4, 182.8, 23.6)
ひとめぼれ |  |  | ひとめぼれ | (8.6, 17.4, 0.9)
めんこいな |  |  | めんこいな | (5.6, 7.1, 0.7)
山形 | 山形 |  | general | (121.9, 83.8, 15.6)
はえぬき |  |  | はえぬき | (56.5, 38.8, 4.3)
つや姫 |  |  | つや姫 | (29.2, 23.9, 6.3)
雪若丸 |  |  | 雪若丸 | (19.5, 11.1, 2.0)
福島 | 福島 |  | general | (109.1, 45.9, 9.4)
コシヒカリ（中通り） |  |  | コシヒカリ（中通り） | (30.7, 8.4, 2.5)
コシヒカリ（会津） |  |  | コシヒカリ（会津） | (18.7, 19.1, 1.3)
コシヒカリ（浜通り） |  |  | コシヒカリ（浜通り） | (2.6, 2.3, 0.2)
ひとめぼれ |  |  | ひとめぼれ | (20.3, 7.6, 1.8)
天のつぶ |  |  | 天のつぶ | (20.3, 5.9, 2.6)
茨城 | 茨城 |  | general | (52.3, 58.8, 17.6)
コシヒカリ |  |  | コシヒカリ | (30.5, 36.6, 10.2)
あきたこまち |  |  | あきたこまち | (6.7, 7.4, 4.7)
にじのきらめき |  |  | にじのきらめき | (8.5, 7.2, 1.1)
栃木 | 栃木 |  | general | (72.7, 61.1, 5.5)
コシヒカリ |  |  | コシヒカリ | (53.5, 49.7, 4.1)
とちぎの星 |  |  | とちぎの星 | (12.3, 7.0, 0.6)
あさひの夢 |  |  | あさひの夢 | (2.7, 2.7, 0.1)
群馬 | 群馬 |  | general | (6.0, 4.9, 0.1)
あさひの夢 |  |  | あさひの夢 | (3.8, 4.7, 0.0)
ゆめまつり |  |  | ゆめまつり | (0.5, nan, nan)
埼玉 | 埼玉 |  | general | (5.8, 9.2, 1.6)
彩のきずな |  |  | 彩のきずな | (2.4, 3.6, 0.9)
彩のかがやき |  |  | 彩のかがやき | (0.6, 2.9, 0.1)
コシヒカリ |  |  | コシヒカリ | (1.5, 2.2, 0.3)
千葉 | 千葉 |  | general | (46.1, 48.0, 30.4)
コシヒカリ |  |  | コシヒカリ | (21.4, 24.3, 13.3)
ふさこがね |  |  | ふさこがね | (11.6, 10.7, 8.9)
ふさおとめ |  |  | ふさおとめ | (8.7, 8.1, 6.6)
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (2.2, 1.6, 1.6)
山梨 | 山梨 |  | general | (3.2, 1.0, 1.0)
コシヒカリ |  |  | コシヒカリ | (2.7, 0.9, 0.9)
長野 | 長野 |  | general | (53.4, 39.8, 6.7)
コシヒカリ |  |  | コシヒカリ | (43.8, 32.0, 4.7)
あきたこまち |  |  | あきたこまち | (3.9, 4.0, 0.9)
静岡 | 静岡 |  | general | (7.1, 7.2, 1.6)
コシヒカリ |  |  | コシヒカリ | (4.3, 4.5, 1.3)
きぬむすめ |  |  | きぬむすめ | (1.1, 1.2, 0.1)
にこまる |  |  | にこまる | (0.7, 0.4, 0.0)
契約-3 |  |  | 契約-3 | 
