PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2025/Oct2025.pdf
Title page: 39 | Table start page: 39
Parsing page: 40 (crop_right_ratio=0.65)
Numeric centers (xc): (211.97193885000002, 253.46071597500003, 336.4705847700001)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
新 |  |  | 新 | (273.8, 271.5, 239.6)
コシヒカリ（一般）121.5120.699% |  |  | コシヒカリ（一般）121.5120.699% | (121.5, 120.6, 105.3)
コシヒカリ（魚沼）31.530.697% |  |  | コシヒカリ（魚沼）31.530.697% | (31.5, 30.6, 28.0)
コシヒカリ（佐渡）12.212.2100% |  |  | コシヒカリ（佐渡）12.212.2100% | (12.2, 12.2, 9.4)
コシヒカリ（岩船）10.810.8100% |  |  | コシヒカリ（岩船）10.810.8100% | (10.8, 10.8, 9.2)
こしいぶき48.248.0100% |  |  | こしいぶき48.248.0100% | (48.2, 48.0, 44.6)
富 |  |  | 富 | (79.1, 78.6, 66.1)
コシヒカリ47.747.399% |  |  | コシヒカリ47.747.399% | (47.7, 47.3, 42.2)
てんたかく10.410.4100% |  |  | てんたかく10.410.4100% | (10.4, 10.4, 9.4)
石 |  |  | 石 | (27.8, 31.3, 22.6)
コシヒカリ10.311.1108% |  |  | コシヒカリ10.311.1108% | (10.3, 11.1, 8.7)
ゆめみづほ7.37.3101% |  |  | ゆめみづほ7.37.3101% | (7.3, 7.3, 4.9)
福 |  |  | 福 | (46.6, 45.2, 40.5)
コシヒカリ15.916.2102% |  |  | コシヒカリ15.916.2102% | (15.9, 16.2, 13.6)
ハナエチゼン14.214.4101% |  |  | ハナエチゼン14.214.4101% | (14.2, 14.4, 13.5)
あきさかり4.44.5103% |  |  | あきさかり4.44.5103% | (4.4, 4.5, 3.4)
岐 |  |  | 岐 | (13.5, 14.3, 10.8)
ハツシモ4.75.0106% |  |  | ハツシモ4.75.0106% | (4.7, 5.0, 3.3)
コシヒカリ3.84.2109% |  |  | コシヒカリ3.84.2109% | (3.8, 4.2, 3.3)
ほしじるし1.81.9106% |  |  | ほしじるし1.81.9106% | (1.8, 1.9, 1.5)
愛 |  |  | 愛 | (27.5, 27.5, 22.7)
あいちのかおり14.514.5100% |  |  | あいちのかおり14.514.5100% | (14.5, 14.5, 11.6)
コシヒカリ7.17.1100% |  |  | コシヒカリ7.17.1100% | (7.1, 7.1, 6.2)
大地の風1.11.1100% |  |  | 大地の風1.11.1100% | (1.1, 1.1, 1.0)
三 |  |  | 三 | (16.4, 21.5, 14.4)
コシヒカリ（一般）6.811.7173% |  |  | コシヒカリ（一般）6.811.7173% | (6.8, 11.7, 6.0)
コシヒカリ（伊賀）4.34.6106% |  |  | コシヒカリ（伊賀）4.34.6106% | (4.3, 4.6, 4.0)
キヌヒカリ0.61.2198% |  |  | キヌヒカリ0.61.2198% | (0.6, 1.2, 0.5)
滋 |  |  | 滋 | (46.1, 46.1, 42.4)
コシヒカリ16.716.8100% |  |  | コシヒカリ16.716.8100% | (16.7, 16.8, 15.6)
キヌヒカリ7.37.298% |  |  | キヌヒカリ7.37.298% | (7.3, 7.2, 6.8)
みずかがみ9.39.2100% |  |  | みずかがみ9.39.2100% | (9.3, 9.2, 8.7)
京 |  |  | 京 | (6.7, 6.3, 5.5)
コシヒカリ3.93.898% |  |  | コシヒカリ3.93.898% | (3.9, 3.8, 3.4)
キヌヒカリ0.80.898% |  |  | キヌヒカリ0.80.898% | (0.8, 0.8, 0.8)
ヒノヒカリ0.80.789% |  |  | ヒノヒカリ0.80.789% | (0.8, 0.7, 0.6)
大 |  |  | 大 | 
兵 |  |  | 兵 | (17.2, 19.5, 14.2)
コシヒカリ8.19.8121% |  |  | コシヒカリ8.19.8121% | (8.1, 9.8, 7.7)
ヒノヒカリ2.43.0123% |  |  | ヒノヒカリ2.43.0123% | (2.4, 3.0, 1.6)
キヌヒカリ2.83.1111% |  |  | キヌヒカリ2.83.1111% | (2.8, 3.1, 2.4)
奈 |  |  | 奈 | (6.6, 6.1, 6.1)
ヒノヒカリ5.55.192% |  |  | ヒノヒカリ5.55.192% | (5.5, 5.1, 5.1)
和歌山 | 和歌山 |  | general | (0.8, 0.8, 0.7)
鳥 |  |  | 鳥 | (23.9, 18.8, 19.7)
きぬむすめ7.85.166% |  |  | きぬむすめ7.85.166% | (7.8, 5.1, 6.8)
コシヒカリ5.34.992% |  |  | コシヒカリ5.34.992% | (5.3, 4.9, 4.9)
ひとめぼれ3.73.492% |  |  | ひとめぼれ3.73.492% | (3.7, 3.4, 3.1)
島 |  |  | 島 | (28.2, 28.1, 24.5)
きぬむすめ12.412.4100% |  |  | きぬむすめ12.412.4100% | (12.4, 12.4, 10.0)
コシヒカリ9.49.399% |  |  | コシヒカリ9.49.399% | (9.4, 9.3, 8.8)
つや姫4.84.8100% |  |  | つや姫4.84.8100% | (4.8, 4.8, 4.3)
岡 |  |  | 岡 | (32.3, 32.3, 22.7)
アケボノ5.85.8100% |  |  | アケボノ5.85.8100% | (5.8, 5.8, 3.2)
きぬむすめ6.16.1100% |  |  | きぬむすめ6.16.1100% | (6.1, 6.1, 4.0)
コシヒカリ4.94.9100% |  |  | コシヒカリ4.94.9100% | (4.9, 4.9, 4.3)
広 |  |  | 広 | (26.5, 33.6, 24.3)
コシヒカリ10.013.2132% |  |  | コシヒカリ10.013.2132% | (10.0, 13.2, 9.7)
あきさかり5.16.9136% |  |  | あきさかり5.16.9136% | (5.1, 6.9, 4.8)
あきろまん2.42.8116% |  |  | あきろまん2.42.8116% | (2.4, 2.8, 2.2)
契約 |  |  | 契約 | 
