PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2025/Apr2025.pdf
Title page: 34 | Table start page: 34
Parsing page: 36 (crop_right_ratio=0.65)
Numeric centers (xc): (178.1611379, 218.50709649999993, 299.2052215)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数比率 |  |  | 指数比率 | 
①②②/①③ |  |  | ①②②/①③ | 
山口 | 山口 |  | general | (31.6, 28.0, 14.4)
コシヒカリ |  |  | コシヒカリ | (7.2, 6.0, 4.3)
ひとめぼれ |  |  | ひとめぼれ | (7.4, 6.7, 3.3)
きぬむすめ |  |  | きぬむすめ | (7.5, 6.8, 2.9)
徳島 | 徳島 |  | general | (3.5, 2.6, 2.3)
コシヒカリ |  |  | コシヒカリ | (1.4, 1.3, 1.2)
あきさかり |  |  | あきさかり | (1.7, 1.0, 0.9)
香川 | 香川 |  | general | (15.4, 21.0, 7.0)
コシヒカリ |  |  | コシヒカリ | (4.1, 6.0, 2.5)
ヒノヒカリ |  |  | ヒノヒカリ | (4.6, 6.0, 1.6)
あきさかり |  |  | あきさかり | (3.1, 4.0, 1.3)
愛媛 | 愛媛 |  | general | (7.1, 5.5, 4.6)
コシヒカリ |  |  | コシヒカリ | (2.5, 2.3, 2.2)
ヒノヒカリ |  |  | ヒノヒカリ | (0.8, 0.6, 0.5)
あきたこまち |  |  | あきたこまち | (0.2, 0.2, 0.2)
高知 | 高知 |  | general | (7.4, 7.2, 7.0)
コシヒカリ |  |  | コシヒカリ | (5.4, 5.4, 5.4)
ヒノヒカリ |  |  | ヒノヒカリ | (0.8, 0.5, 0.6)
福岡 | 福岡 |  | general | (41.1, 37.2, 20.2)
夢つくし |  |  | 夢つくし | (11.9, 10.5, 7.3)
ヒノヒカリ |  |  | ヒノヒカリ | (10.2, 9.7, 4.3)
元気つくし |  |  | 元気つくし | (14.6, 12.7, 6.5)
佐賀 | 佐賀 |  | general | (29.9, 28.0, 12.1)
さがびより |  |  | さがびより | (13.6, 12.9, 3.8)
夢しずく |  |  | 夢しずく | (9.7, 9.4, 5.1)
ヒノヒカリ |  |  | ヒノヒカリ | (3.6, 3.0, 1.2)
長崎 | 長崎 |  | general | (6.2, 7.1, 2.0)
にこまる |  |  | にこまる | (2.4, 3.2, 0.7)
なつほのか |  |  | なつほのか | (1.5, 1.9, 0.3)
ヒノヒカリ |  |  | ヒノヒカリ | (0.9, 1.0, 0.3)
熊本 | 熊本 |  | general | (24.9, 11.0, 11.0)
ヒノヒカリ |  |  | ヒノヒカリ | (8.0, 3.2, 3.2)
森のくまさん |  |  | 森のくまさん | (3.2, 0.9, 0.9)
コシヒカリ |  |  | コシヒカリ | (4.8, 3.0, 3.0)
大分 | 大分 |  | general | (9.5, 9.9, 4.3)
ヒノヒカリ |  |  | ヒノヒカリ | (3.8, 3.8, 1.5)
なつほのか |  |  | なつほのか | (1.7, 2.2, 0.7)
ひとめぼれ |  |  | ひとめぼれ | (1.3, 1.4, 0.6)
宮崎 | 宮崎 |  | general | (8.6, 8.6, 7.4)
コシヒカリ |  |  | コシヒカリ | (4.4, 4.4, 4.4)
ヒノヒカリ |  |  | ヒノヒカリ | (3.5, 3.5, 2.4)
鹿児島 | 鹿児島 |  | general | (8.0, 8.0, 6.5)
ヒノヒカリ |  |  | ヒノヒカリ | (2.1, 2.1, 1.3)
あきほなみ |  |  | あきほなみ | (1.6, 1.6, 0.9)
コシヒカリ |  |  | コシヒカリ | (2.4, 2.4, 2.4)
沖縄 | 沖縄 |  | general | (1.1, 1.1, 1.1)
全国① |  | YES | general | (2232.0, 2083.0, 957.0)
参前年同月(令和5年産) |  |  | 参前年同月(令和5年産) | 
考前年同月差 |  |  | 考前年同月差 | 
契約-5 |  |  | 契約-5 | 
