PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2022/Jan2022.pdf
Title page: 8 | Table start page: 8
Parsing page: 10 (crop_right_ratio=0.65)
Numeric centers (xc): (230.92430086, 291.51483119, 352.10536152)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
指数 |  |  | 指数 | 
①② |  |  | ①② | 
山口 | 山口 |  | general | (32.3, 21.6, 4.9)
コシヒカリ |  |  | コシヒカリ | (7.6, 6.2, 1.5)
ひとめぼれ |  |  | ひとめぼれ | (7.6, 4.4, 0.7)
ヒノヒカリ |  |  | ヒノヒカリ | (5.9, 2.8, 0.3)
徳島 | 徳島 |  | general | (6.4, 4.3, 2.3)
コシヒカリ |  |  | コシヒカリ | (2.2, 1.6, 1.0)
あきさかり |  |  | あきさかり | (3.5, 2.2, 1.0)
香川 | 香川 |  | general | (19.3, 15.6, 2.0)
コシヒカリ |  |  | コシヒカリ | (6.1, 5.8, 1.0)
ヒノヒカリ |  |  | ヒノヒカリ | (5.3, 5.2, 0.5)
おいでまい |  |  | おいでまい | (3.6, 2.7, 0.4)
愛媛 | 愛媛 |  | general | (10.3, 2.2, 2.2)
コシヒカリ |  |  | コシヒカリ | (3.6, 1.2, 1.2)
ヒノヒカリ |  |  | ヒノヒカリ | (1.9, 0.2, 0.2)
あきたこまち |  |  | あきたこまち | (1.1, 0.2, 0.2)
高知 | 高知 |  | general | (9.3, 5.2, 5.2)
コシヒカリ |  |  | コシヒカリ | (6.7, 3.8, 3.8)
ヒノヒカリ |  |  | ヒノヒカリ | (1.0, 0.5, 0.5)
福岡 | 福岡 |  | general | (28.6, 41.6, 6.0)
夢つくし |  |  | 夢つくし | (12.2, 13.4, 2.9)
ヒノヒカリ |  |  | ヒノヒカリ | (5.4, 11.4, 0.8)
元気つくし |  |  | 元気つくし | (8.4, 12.4, 1.5)
佐賀 | 佐賀 |  | general | (26.8, 17.0, 4.2)
夢しずく |  |  | 夢しずく | (9.8, 6.6, 1.6)
さがびより |  |  | さがびより | (7.0, 4.6, 0.9)
ヒノヒカリ |  |  | ヒノヒカリ | (6.6, 3.9, 0.4)
長崎 | 長崎 |  | general | (6.9, 7.4, 1.1)
にこまる |  |  | にこまる | (2.3, 3.3, 0.2)
ヒノヒカリ |  |  | ヒノヒカリ | (1.3, 1.8, 0.1)
コシヒカリ |  |  | コシヒカリ | (1.2, 0.9, 0.4)
熊本 | 熊本 |  | general | (22.1, 4.5, 4.5)
ヒノヒカリ |  |  | ヒノヒカリ | (8.7, 1.2, 1.2)
森のくまさん |  |  | 森のくまさん | (2.3, 0.4, 0.4)
コシヒカリ |  |  | コシヒカリ | (6.2, 2.1, 2.1)
大分 | 大分 |  | general | (12.2, 7.6, 1.4)
ヒノヒカリ |  |  | ヒノヒカリ | (7.0, 3.9, 0.5)
ひとめぼれ |  |  | ひとめぼれ | (1.9, 1.6, 0.2)
つや姫 |  |  | つや姫 | (2.1, 1.5, 0.4)
宮崎 | 宮崎 |  | general | (9.7, 7.1, 7.1)
コシヒカリ |  |  | コシヒカリ | (5.8, 5.8, 5.8)
ヒノヒカリ |  |  | ヒノヒカリ | (3.2, 0.7, 0.7)
鹿児島 | 鹿児島 |  | general | (7.7, 6.2, 6.2)
ヒノヒカリ |  |  | ヒノヒカリ | (1.9, 1.2, 1.2)
あきほなみ |  |  | あきほなみ | (0.3, 0.1, 0.1)
コシヒカリ |  |  | コシヒカリ | (3.2, 3.2, 3.2)
沖縄 | 沖縄 |  | general | (1.3, 1.3, 1.1)
全国 |  | YES | general | (2431.0, 1690.0, 407.0)
参前年同月(２年産) |  |  | 参前年同月(２年産) | 
考前年同月差 |  |  | 考前年同月差 | 
２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 |  |  | ２報告対象米穀は、水稲うるちもみ及び水稲うるち玄米（醸造用玄米を含む。）である。 | 
７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない |  |  | ７全国欄には産地の特定が出来ない未検査米等を含んでいるため、産地の合計と一致しない | 
９「参考：前年同月比」で、令和２年産又は令和３年産の同時期に数量がなかった場合は、「… |  |  | ９「参考：前年同月比」で、令和２年産又は令和３年産の同時期に数量がなかった場合は、「… | 
契約 |  |  | 契約 | 
