text,x0,x1,top,doctop,bottom,upright,height,width,direction,fontname,size
集荷・契約・販売数量（北海道から静岡まで）,89.76,301.40871542999986,51.49681200000009,27837.496812,60.267611999999986,True,8.770799999999895,211.64871542999987,ltr,DGHHCP+MS-PGothic,8.770799999999895
①,211.26,220.3151,99.98533799999996,27885.985338,107.00203799999997,True,7.016700000000014,9.05510000000001,ltr,DGHHCP+MS-PGothic,7.016700000000014
②,267.83988683999996,276.89498683999994,99.98533799999996,27885.985338,107.00203799999997,True,7.016700000000014,9.055099999999982,ltr,DGHHCP+MS-PGothic,7.016700000000014
③,324.41977368,333.47487368,99.98533799999996,27885.985338,107.00203799999997,True,7.016700000000014,9.055099999999982,ltr,DGHHCP+MS-PGothic,7.016700000000014
北海道,89.76,119.19038098,111.18258200000002,27897.182582,118.78388199999995,True,7.601299999999924,29.430380979999995,ltr,DGHHCP+MS-PGothic,7.601299999999924
106,164.46,182.58005888,109.973884,27895.973884,119.32948399999998,True,9.355599999999981,18.120058879999988,ltr,DGHHCP+MS-PGothic,9.355599999999981
287.8,212.00342208,238.46150912,109.973884,27895.973884,119.32948399999998,True,9.355599999999981,26.45808703999998,ltr,DGHHCP+MS-PGothic,9.355599999999981
208.2,268.60445888000004,295.0444355200001,109.973884,27895.973884,119.32948399999998,True,9.355599999999981,26.439976640000054,ltr,DGHHCP+MS-PGothic,9.355599999999981
83.0,331.2471251200001,351.5851043200001,109.973884,27895.973884,119.32948399999998,True,9.355599999999981,20.337979200000007,ltr,DGHHCP+MS-PGothic,9.355599999999981
134.5,211.98048224000001,238.42770304,121.67399736000004,27907.67399736,131.02959736000003,True,9.355599999999981,26.447220799999997,ltr,DGHHCP+MS-PGothic,9.355599999999981
110.8,268.57065280000006,295.0178736000001,121.67399736000004,27907.67399736,131.02959736000003,True,9.355599999999981,26.447220800000025,ltr,DGHHCP+MS-PGothic,9.355599999999981
42.8,331.2205632000001,351.5633718400001,121.67399736000004,27907.67399736,131.02959736000003,True,9.355599999999981,20.342808640000044,ltr,DGHHCP+MS-PGothic,9.355599999999981
90.8,218.04022208,238.44219136,133.97380468000006,27919.97380468,143.32940468000004,True,9.355599999999981,20.401969280000003,ltr,DGHHCP+MS-PGothic,9.355599999999981
51.3,274.6436736,295.04564288000006,133.97380468000006,27919.97380468,143.32940468000004,True,9.355599999999981,20.40196928000006,ltr,DGHHCP+MS-PGothic,9.355599999999981
19.6,331.24712512,351.5887264000001,133.97380468000006,27919.97380468,143.32940468000004,True,9.355599999999981,20.341601280000077,ltr,DGHHCP+MS-PGothic,9.355599999999981
1,382.57079136000004,386.89300000000003,133.97380468000006,27919.97380468,143.32940468000004,True,9.355599999999981,4.322208639999985,ltr,DGHHCP+MS-PGothic,9.355599999999981
20.9,218.04022208,238.4289104,145.6739180400001,27931.67391804,155.02951804000008,True,9.355599999999981,20.38868832,ltr,DGHHCP+MS-PGothic,9.355599999999981
15.8,274.6316,295.02028832,145.6739180400001,27931.67391804,155.02951804000008,True,9.355599999999981,20.38868832000003,ltr,DGHHCP+MS-PGothic,9.355599999999981
2.4,337.28392512000005,351.57544544000007,145.6739180400001,27931.67391804,155.02951804000008,True,9.355599999999981,14.291520320000018,ltr,DGHHCP+MS-PGothic,9.355599999999981
青,89.76,99.5698,158.52258200000006,27944.522582,166.12388199999998,True,7.601299999999924,9.809799999999996,ltr,DGHHCP+MS-PGothic,7.601299999999924
森,106.31992338,116.12972338,158.52258200000006,27944.522582,166.12388199999998,True,7.601299999999924,9.809799999999996,ltr,DGHHCP+MS-PGothic,7.601299999999924
99,167.46,179.53722208000002,157.31388400000003,27943.313884,166.669484,True,9.355599999999981,12.077222080000013,ltr,DGHHCP+MS-PGothic,9.355599999999981
