PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2024/Feb2024.pdf
Title page: 37 | Table start page: 37
Parsing page: 37 (crop_right_ratio=0.65)
Numeric centers (xc): (223.80334091999998, 274.50186341, 327.48098752)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和５年産米の産地別契約・販売状況 |  |  | ２令和５年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
作況 |  |  | 作況 | 
指数 |  |  | 指数 | 
北海道 | 北海道 |  | general | (240.3, 212.9, 73.1)
ななつぼし119.2112.8 |  |  | ななつぼし119.2112.8 | (119.2, 112.8, 36.1)
ゆめぴりか72.055.8 |  |  | ゆめぴりか72.055.8 | (72.0, 55.8, 20.0)
きらら３９７18.115.3 |  |  | きらら３９７18.115.3 | (18.1, 15.3, 1.9)
青 |  |  | 青 | (107.9, 76.9, 18.0)
まっしぐら80.756.6 |  |  | まっしぐら80.756.6 | (80.7, 56.6, 9.5)
つがるロマン7.75.0 |  |  | つがるロマン7.75.0 | (7.7, 5.0, 1.7)
岩 |  |  | 岩 | (110.0, 90.4, 14.4)
ひとめぼれ81.971.1 |  |  | ひとめぼれ81.971.1 | (81.9, 71.1, 9.1)
あきたこまち8.75.6 |  |  | あきたこまち8.75.6 | (8.7, 5.6, 1.0)
銀河のしずく14.411.2 |  |  | 銀河のしずく14.411.2 | (14.4, 11.2, 3.1)
宮 |  |  | 宮 | (136.5, 152.3, 18.5)
ひとめぼれ101.0120.1 |  |  | ひとめぼれ101.0120.1 | (101.0, 120.1, 12.5)
つや姫14.111.9 |  |  | つや姫14.111.9 | (14.1, 11.9, 2.2)
ササニシキ9.29.4 |  |  | ササニシキ9.29.4 | (9.2, 9.4, 1.8)
秋 |  |  | 秋 | (215.5, 209.6, 48.4)
あきたこまち177.3178.9 |  |  | あきたこまち177.3178.9 | (177.3, 178.9, 41.2)
ひとめぼれ16.917.0 |  |  | ひとめぼれ16.917.0 | (16.9, 17.0, 2.6)
めんこいな6.15.2 |  |  | めんこいな6.15.2 | (6.1, 5.2, 0.9)
山 |  |  | 山 | (166.5, 108.6, 31.4)
はえぬき85.454.5 |  |  | はえぬき85.454.5 | (85.4, 54.5, 12.2)
つや姫38.828.6 |  |  | つや姫38.828.6 | (38.8, 28.6, 10.4)
雪若丸21.111.8 |  |  | 雪若丸21.111.8 | (21.1, 11.8, 3.3)
福 |  |  | 福 | (118.7, 76.3, 14.8)
コシヒカリ（中通り）36.820.7 |  |  | コシヒカリ（中通り）36.820.7 | (36.8, 20.7, 4.2)
コシヒカリ（会津）28.323.4 |  |  | コシヒカリ（会津）28.323.4 | (28.3, 23.4, 1.9)
コシヒカリ（浜通り）4.93.8 |  |  | コシヒカリ（浜通り）4.93.8 | (4.9, 3.8, 0.5)
ひとめぼれ21.613.3 |  |  | ひとめぼれ21.613.3 | (21.6, 13.3, 2.5)
天のつぶ16.410.1 |  |  | 天のつぶ16.410.1 | (16.4, 10.1, 3.3)
茨 |  |  | 茨 | (60.7, 49.9, 13.9)
コシヒカリ42.336.6 |  |  | コシヒカリ42.336.6 | (42.3, 36.6, 8.6)
あきたこまち7.07.0 |  |  | あきたこまち7.07.0 | (7.0, 7.0, 3.3)
ふくまる2.92.3 |  |  | ふくまる2.92.3 | (2.9, 2.3, 0.3)
栃 |  |  | 栃 | (106.0, 77.8, 8.6)
コシヒカリ84.463.5 |  |  | コシヒカリ84.463.5 | (84.4, 63.5, 6.6)
とちぎの星12.38.1 |  |  | とちぎの星12.38.1 | (12.3, 8.1, 0.8)
あさひの夢3.53.6 |  |  | あさひの夢3.53.6 | (3.5, 3.6, 0.2)
群 |  |  | 群 | (11.6, 6.2, 0.7)
あさひの夢7.85.1 |  |  | あさひの夢7.85.1 | (7.8, 5.1, 0.4)
ゆめまつり1.20.8 |  |  | ゆめまつり1.20.8 | (1.2, 0.8, 0.1)
埼 |  |  | 埼 | (14.9, 8.4, 2.5)
彩のかがやき3.83.5 |  |  | 彩のかがやき3.83.5 | (3.8, 3.5, 0.9)
彩のきずな6.02.9 |  |  | 彩のきずな6.02.9 | (6.0, 2.9, 0.9)
コシヒカリ3.11.9 |  |  | コシヒカリ3.11.9 | (3.1, 1.9, 0.6)
千 |  |  | 千 | (44.8, 46.9, 24.4)
コシヒカリ22.525.7 |  |  | コシヒカリ22.525.7 | (22.5, 25.7, 11.4)
ふさこがね8.98.8 |  |  | ふさこがね8.98.8 | (8.9, 8.8, 5.5)
ふさおとめ8.67.3 |  |  | ふさおとめ8.67.3 | (8.6, 7.3, 5.1)
東 |  |  | 東 | 
神奈川 | 神奈川 |  | general | (3.4, 1.3, 1.3)
山 |  |  | 山 | (5.4, 1.1, 1.1)
コシヒカリ4.80.8 |  |  | コシヒカリ4.80.8 | (4.8, 0.8, 0.8)
長 |  |  | 長 | (62.7, 44.6, 10.2)
コシヒカリ50.336.2 |  |  | コシヒカリ50.336.2 | (50.3, 36.2, 6.7)
あきたこまち6.04.1 |  |  | あきたこまち6.04.1 | (6.0, 4.1, 1.1)
静 |  |  | 静 | (10.5, 5.4, 1.7)
コシヒカリ6.03.5 |  |  | コシヒカリ6.03.5 | (6.0, 3.5, 1.2)
きぬむすめ1.90.9 |  |  | きぬむすめ1.90.9 | (1.9, 0.9, 0.2)
にこまる1.00.3 |  |  | にこまる1.00.3 | (1.0, 0.3, 0.0)
契約 |  |  | 契約 | 
