PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2023/Nov2023.pdf
Title page: 46 | Table start page: 46
Parsing page: 46 (crop_right_ratio=0.65)
Numeric centers (xc): (223.92355049999998, 274.651857, 327.600558)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和５年産米の産地別契約・販売状況 |  |  | ２令和５年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数 |  |  | 指数 | 
北海道 | 北海道 |  | general | (67.8, 180.6, 7.6)
ななつぼし34.099.3 |  |  | ななつぼし34.099.3 | (34.0, 99.3, 3.0)
ゆめぴりか26.950.6 |  |  | ゆめぴりか26.950.6 | (26.9, 50.6, 2.5)
きらら３９７2.412.1 |  |  | きらら３９７2.412.1 | (2.4, 12.1, 0.0)
青 |  |  | 青 | (37.6, 59.0, 1.5)
まっしぐら20.042.2 |  |  | まっしぐら20.042.2 | (20.0, 42.2, 0.3)
つがるロマン4.14.4 |  |  | つがるロマン4.14.4 | (4.1, 4.4, 0.1)
岩 |  |  | 岩 | (14.3, 65.7, 0.5)
ひとめぼれ11.848.0 |  |  | ひとめぼれ11.848.0 | (11.8, 48.0, 0.3)
あきたこまち0.55.4 |  |  | あきたこまち0.55.4 | (0.5, 5.4, nan)
銀河のしずく1.210.3 |  |  | 銀河のしずく1.210.3 | (1.2, 10.3, 0.1)
宮 |  |  | 宮 | (50.5, 142.3, 1.3)
ひとめぼれ40.4113.3 |  |  | ひとめぼれ40.4113.3 | (40.4, 113.3, 1.1)
つや姫2.111.7 |  |  | つや姫2.111.7 | (2.1, 11.7, 0.0)
ササニシキ4.08.4 |  |  | ササニシキ4.08.4 | (4.0, 8.4, 0.1)
秋 |  |  | 秋 | (63.1, 197.4, 2.4)
あきたこまち59.3171.9 |  |  | あきたこまち59.3171.9 | (59.3, 171.9, 2.3)
ひとめぼれ0.616.5 |  |  | ひとめぼれ0.616.5 | (0.6, 16.5, 0.0)
めんこいな0.54.8 |  |  | めんこいな0.54.8 | (0.5, 4.8, nan)
山 |  |  | 山 | (53.4, 84.6, 1.9)
はえぬき25.543.7 |  |  | はえぬき25.543.7 | (25.5, 43.7, 0.8)
つや姫7.621.5 |  |  | つや姫7.621.5 | (7.6, 21.5, 0.4)
雪若丸10.39.8 |  |  | 雪若丸10.39.8 | (10.3, 9.8, 0.4)
福 |  |  | 福 | (16.3, 46.4, 0.5)
コシヒカリ（中通り）3.66.8 |  |  | コシヒカリ（中通り）3.66.8 | (3.6, 6.8, 0.1)
コシヒカリ（会津）2.822.7 |  |  | コシヒカリ（会津）2.822.7 | (2.8, 22.7, 0.0)
コシヒカリ（浜通り）0.82.9 |  |  | コシヒカリ（浜通り）0.82.9 | (0.8, 2.9, 0.0)
ひとめぼれ6.06.9 |  |  | ひとめぼれ6.06.9 | (6.0, 6.9, 0.2)
天のつぶ0.85.4 |  |  | 天のつぶ0.85.4 | (0.8, 5.4, 0.0)
茨 |  |  | 茨 | (39.5, 39.5, 3.1)
コシヒカリ28.327.9 |  |  | コシヒカリ28.327.9 | (28.3, 27.9, 1.5)
あきたこまち6.07.0 |  |  | あきたこまち6.07.0 | (6.0, 7.0, 1.4)
ふくまる2.61.9 |  |  | ふくまる2.61.9 | (2.6, 1.9, 0.1)
栃 |  |  | 栃 | (57.4, 72.9, 1.1)
コシヒカリ49.659.2 |  |  | コシヒカリ49.659.2 | (49.6, 59.2, 0.9)
とちぎの星4.27.7 |  |  | とちぎの星4.27.7 | (4.2, 7.7, 0.0)
あさひの夢0.53.6 |  |  | あさひの夢0.53.6 | (0.5, 3.6, nan)
群 |  |  | 群 | 
あさひの夢-- |  |  | あさひの夢-- | 
ゆめまつり-- |  |  | ゆめまつり-- | 
埼 |  |  | 埼 | (5.7, 9.3, 0.1)
彩のかがやき0.03.7 |  |  | 彩のかがやき0.03.7 | (0.0, 3.7, nan)
彩のきずな3.03.3 |  |  | 彩のきずな3.03.3 | (3.0, 3.3, 0.1)
コシヒカリ2.62.2 |  |  | コシヒカリ2.62.2 | (2.6, 2.2, 0.0)
千 |  |  | 千 | (36.2, 35.2, 8.9)
コシヒカリ17.020.8 |  |  | コシヒカリ17.020.8 | (17.0, 20.8, 3.2)
ふさこがね8.36.0 |  |  | ふさこがね8.36.0 | (8.3, 6.0, 2.1)
ふさおとめ8.05.8 |  |  | ふさおとめ8.05.8 | (8.0, 5.8, 3.0)
東 |  |  | 東 | 
神奈川 | 神奈川 |  | general | (0.5, 0.0, 0.0)
山 |  |  | 山 | (1.5, 0.0, 0.0)
コシヒカリ1.30.0 |  |  | コシヒカリ1.30.0 | (1.3, 0.0, 0.0)
長 |  |  | 長 | (14.3, 42.7, 0.7)
コシヒカリ11.635.7 |  |  | コシヒカリ11.635.7 | (11.6, 35.7, 0.5)
あきたこまち0.94.0 |  |  | あきたこまち0.94.0 | (0.9, 4.0, 0.1)
静 |  |  | 静 | (6.3, 0.5, 0.5)
コシヒカリ5.20.4 |  |  | コシヒカリ5.20.4 | (5.2, 0.4, 0.4)
きぬむすめ0.50.0 |  |  | きぬむすめ0.50.0 | (0.5, 0.0, 0.0)
にこまる-- |  |  | にこまる-- | 
契約 |  |  | 契約 | 
