PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2018/Aug2018.pdf
Title page: 7 | Table start page: 8
Parsing page: 9 (crop_right_ratio=0.65)
Numeric centers (xc): (172.15873376999997, 228.16839412499996, 340.128261105)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (2.5, 2.0, 2.0)
山梨 | 山梨 |  | general | (6.2, 4.6, 4.6)
コシヒカリ |  |  | コシヒカリ | (5.3, 3.9, 3.9)
あさひの夢 |  |  | あさひの夢 | (0.2, 0.1, 0.1)
長野 | 長野 |  | general | (68.4, 67.8, 45.2)
コシヒカリ |  |  | コシヒカリ | (53.9, 53.6, 34.8)
あきたこまち |  |  | あきたこまち | (7.8, 7.6, 5.2)
静岡 | 静岡 |  | general | (6.6, 6.6, 6.6)
コシヒカリ |  |  | コシヒカリ | (4.3, 4.3, 4.3)
きぬむすめ |  |  | きぬむすめ | (0.7, 0.7, 0.7)
あいちのかおり |  |  | あいちのかおり | (0.9, 0.9, 0.9)
新潟 | 新潟 |  | general | (257.1, 251.7, 196.9)
コシヒカリ一般 |  |  | コシヒカリ一般 | (140.2, 138.0, 107.6)
コシヒカリ魚沼 |  |  | コシヒカリ魚沼 | (29.6, 27.3, 22.3)
コシヒカリ岩船 |  |  | コシヒカリ岩船 | (11.2, 11.2, 8.7)
コシヒカリ佐渡 |  |  | コシヒカリ佐渡 | (13.6, 13.5, 10.3)
こしいぶき |  |  | こしいぶき | (38.6, 37.7, 29.4)
富山 | 富山 |  | general | (92.0, 83.8, 68.7)
コシヒカリ |  |  | コシヒカリ | (74.5, 68.7, 56.1)
てんたかく |  |  | てんたかく | (7.2, 6.7, 5.8)
石川 | 石川 |  | general | (25.6, 25.5, 16.2)
コシヒカリ |  |  | コシヒカリ | (17.5, 17.5, 11.3)
ゆめみづほ |  |  | ゆめみづほ | (4.8, 4.8, 2.7)
福井 | 福井 |  | general | (66.8, 65.8, 53.4)
コシヒカリ |  |  | コシヒカリ | (32.7, 32.3, 26.0)
ハナエチゼン |  |  | ハナエチゼン | (18.5, 18.4, 16.1)
岐阜 | 岐阜 |  | general | (26.0, 25.7, 16.3)
ハツシモ |  |  | ハツシモ | (13.1, 13.0, 6.7)
コシヒカリ |  |  | コシヒカリ | (7.0, 6.8, 5.4)
あきたこまち |  |  | あきたこまち | (2.0, 2.0, 1.4)
愛知 | 愛知 |  | general | (34.3, 31.8, 22.7)
あいちのかおり |  |  | あいちのかおり | (18.1, 16.6, 10.7)
コシヒカリ |  |  | コシヒカリ | (9.9, 9.9, 7.5)
大地の風 |  |  | 大地の風 | (1.3, 1.3, 1.1)
三重 | 三重 |  | general | (27.9, 27.7, 22.1)
コシヒカリ一般 |  |  | コシヒカリ一般 | (15.4, 15.4, 12.5)
コシヒカリ伊賀 |  |  | コシヒカリ伊賀 | (6.2, 5.9, 4.7)
キヌヒカリ |  |  | キヌヒカリ | (2.2, 2.2, 1.7)
滋賀 | 滋賀 |  | general | (58.2, 57.5, 46.8)
コシヒカリ |  |  | コシヒカリ | (21.9, 21.9, 18.5)
キヌヒカリ |  |  | キヌヒカリ | (11.0, 10.6, 8.7)
日本晴 |  |  | 日本晴 | (4.9, 4.8, 2.7)
京都 | 京都 |  | general | (12.6, 12.4, 9.4)
コシヒカリ |  |  | コシヒカリ | (7.1, 7.0, 5.4)
キヌヒカリ |  |  | キヌヒカリ | (2.9, 2.9, 2.6)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (40.4, 39.1, 27.5)
コシヒカリ |  |  | コシヒカリ | (11.6, 11.5, 9.5)
ヒノヒカリ |  |  | ヒノヒカリ | (4.6, 4.2, 2.8)
キヌヒカリ |  |  | キヌヒカリ | (3.5, 3.4, 2.3)
奈良 | 奈良 |  | general | (8.7, 6.7, 6.7)
ヒノヒカリ |  |  | ヒノヒカリ | (6.8, 4.9, 4.9)
コシヒカリ |  |  | コシヒカリ | (0.5, 0.5, 0.5)
和歌山 | 和歌山 |  | general | (1.5, 1.5, 1.5)
鳥取 | 鳥取 |  | general | (21.0, 19.6, 15.2)
コシヒカリ |  |  | コシヒカリ | (7.7, 7.3, 5.8)
きぬむすめ |  |  | きぬむすめ | (7.3, 6.8, 4.9)
ひとめぼれ |  |  | ひとめぼれ | (5.4, 5.1, 4.3)
‐ |  |  | ‐ | 
