PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2019/May2019.pdf
Title page: 7 | Table start page: 8
Parsing page: 8 (crop_right_ratio=0.65)
Numeric centers (xc): (166.4743224, 224.25310032, 339.81184128)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
契約比率 |  |  | 契約比率 | 
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
北海道 | 北海道 |  | general | (299.0, 294.8, 136.5)
ななつぼし |  |  | ななつぼし | (135.6, 128.6, 64.1)
ゆめぴりか |  |  | ゆめぴりか | (74.2, 71.1, 28.3)
きらら３９７ |  |  | きらら３９７ | (32.8, 30.1, 9.2)
青森 | 青森 |  | general | (144.2, 114.7, 56.8)
まっしぐら |  |  | まっしぐら | (99.4, 75.7, 38.8)
つがるロマン |  |  | つがるロマン | (34.6, 29.0, 11.2)
岩手 | 岩手 |  | general | (128.6, 125.4, 48.6)
ひとめぼれ |  |  | ひとめぼれ | (98.9, 98.1, 38.4)
あきたこまち |  |  | あきたこまち | (14.8, 13.2, 4.3)
いわてっこ |  |  | いわてっこ | (2.8, 2.6, 1.2)
宮城 | 宮城 |  | general | (155.8, 146.5, 60.6)
ひとめぼれ |  |  | ひとめぼれ | (126.6, 122.3, 48.4)
つや姫 |  |  | つや姫 | (10.6, 9.2, 4.5)
ササニシキ |  |  | ササニシキ | (7.8, 7.1, 3.3)
秋田 | 秋田 |  | general | (248.5, 233.0, 111.2)
あきたこまち |  |  | あきたこまち | (199.8, 190.4, 96.4)
めんこいな |  |  | めんこいな | (14.9, 13.3, 4.1)
ひとめぼれ |  |  | ひとめぼれ | (19.0, 17.2, 5.5)
山形 | 山形 |  | general | (161.3, 158.5, 80.9)
はえぬき |  |  | はえぬき | (93.5, 91.4, 43.3)
つや姫 |  |  | つや姫 | (33.2, 32.7, 19.0)
ひとめぼれ |  |  | ひとめぼれ | (13.6, 12.3, 7.3)
福島 | 福島 |  | general | (156.9, 131.7, 42.9)
コシヒカリ中通り |  |  | コシヒカリ中通り | (45.9, 35.2, 14.4)
コシヒカリ会津 |  |  | コシヒカリ会津 | (40.2, 42.0, 10.2)
コシヒカリ浜通り |  |  | コシヒカリ浜通り | (7.4, 6.9, 1.7)
ひとめぼれ |  |  | ひとめぼれ | (29.6, 24.3, 8.8)
天のつぶ |  |  | 天のつぶ | (20.5, 15.4, 3.1)
茨城 | 茨城 |  | general | (69.3, 47.8, 36.2)
コシヒカリ |  |  | コシヒカリ | (51.4, 33.7, 24.2)
あきたこまち |  |  | あきたこまち | (9.9, 8.5, 8.5)
ミルキークイーン |  |  | ミルキークイーン | (1.2, 1.2, 0.9)
栃木 | 栃木 |  | general | (135.9, 108.9, 42.9)
コシヒカリ |  |  | コシヒカリ | (106.5, 87.5, 33.4)
あさひの夢 |  |  | あさひの夢 | (9.5, 6.7, 2.3)
なすひかり |  |  | なすひかり | (8.9, 6.2, 3.4)
群馬 | 群馬 |  | general | (24.9, 19.7, 8.4)
あさひの夢 |  |  | あさひの夢 | (17.5, 14.0, 5.5)
ゆめまつり |  |  | ゆめまつり | (4.8, 3.2, 2.0)
埼玉 | 埼玉 |  | general | (18.3, 16.0, 7.0)
彩のかがやき |  |  | 彩のかがやき | (8.8, 7.9, 3.7)
コシヒカリ |  |  | コシヒカリ | (4.7, 4.3, 1.8)
彩のきずな |  |  | 彩のきずな | (3.5, 2.7, 0.8)
千葉 | 千葉 |  | general | (76.4, 60.4, 48.0)
コシヒカリ |  |  | コシヒカリ | (36.3, 27.8, 22.1)
ふさこがね |  |  | ふさこがね | (17.2, 12.8, 9.0)
ふさおとめ |  |  | ふさおとめ | (17.6, 14.9, 12.9)
東京 | 東京 |  | general | (0.0, 0.0, 0.0)
神奈川 | 神奈川 |  | general | (2.3, 1.3, 1.3)
山梨 | 山梨 |  | general | (5.9, 2.6, 2.6)
コシヒカリ |  |  | コシヒカリ | (5.0, 2.2, 2.2)
長野 | 長野 |  | general | (66.4, 65.2, 27.8)
コシヒカリ |  |  | コシヒカリ | (52.7, 52.0, 21.9)
あきたこまち |  |  | あきたこまち | (7.5, 7.1, 2.6)
静岡 | 静岡 |  | general | (6.0, 3.4, 3.3)
コシヒカリ |  |  | コシヒカリ | (4.0, 2.2, 2.2)
きぬむすめ |  |  | きぬむすめ | (0.7, 0.4, 0.4)
あいちのかおり |  |  | あいちのかおり | (0.8, 0.5, 0.5)
