PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2019/Mar2019.pdf
Title page: 15 | Table start page: 16
Parsing page: 17 (crop_right_ratio=0.65)
Numeric centers (xc): (165.524123065, 224.203627285, 341.685790155)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
（新潟から広島まで） |  |  | 新潟から広島まで | 
契約比率 |  |  | 契約比率 | 
①②②/① |  |  | ①②②/① | 
(千玄米ﾄﾝ)(千玄米ﾄﾝ) |  |  | 千玄米ﾄﾝ)(千玄米ﾄﾝ | 
新潟 | 新潟 |  | general | (252.6, 223.4, 95.5)
コシヒカリ一般 |  |  | コシヒカリ一般 | (122.2, 112.9, 50.0)
コシヒカリ魚沼 |  |  | コシヒカリ魚沼 | (27.6, 18.8, 11.7)
コシヒカリ佐渡 |  |  | コシヒカリ佐渡 | (12.0, 11.7, 5.5)
コシヒカリ岩船 |  |  | コシヒカリ岩船 | (10.4, 11.1, 3.7)
こしいぶき |  |  | こしいぶき | (45.6, 36.6, 11.5)
富山 | 富山 |  | general | (88.0, 64.9, 32.3)
コシヒカリ |  |  | コシヒカリ | (67.1, 49.8, 25.2)
てんたかく |  |  | てんたかく | (8.2, 5.9, 3.7)
石川 | 石川 |  | general | (27.2, 23.8, 6.3)
コシヒカリ |  |  | コシヒカリ | (17.0, 15.4, 2.8)
ゆめみづほ |  |  | ゆめみづほ | (5.4, 4.1, 1.6)
福井 | 福井 |  | general | (68.9, 54.6, 27.7)
コシヒカリ |  |  | コシヒカリ | (30.2, 20.5, 10.2)
ハナエチゼン |  |  | ハナエチゼン | (19.5, 17.1, 11.2)
岐阜 | 岐阜 |  | general | (17.8, 15.5, 6.9)
ハツシモ |  |  | ハツシモ | (7.0, 7.7, 2.2)
コシヒカリ |  |  | コシヒカリ | (5.9, 4.0, 1.8)
あきたこまち |  |  | あきたこまち | (1.7, 1.7, 1.4)
愛知 | 愛知 |  | general | (31.5, 30.5, 11.2)
あいちのかおり |  |  | あいちのかおり | (16.6, 17.3, 4.9)
コシヒカリ |  |  | コシヒカリ | (9.6, 9.1, 3.9)
大地の風 |  |  | 大地の風 | (1.3, 1.3, 0.4)
三重 | 三重 |  | general | (27.8, 22.2, 9.0)
コシヒカリ一般 |  |  | コシヒカリ一般 | (15.4, 13.1, 4.9)
コシヒカリ伊賀 |  |  | コシヒカリ伊賀 | (6.2, 4.6, 1.6)
キヌヒカリ |  |  | キヌヒカリ | (2.2, 1.3, 0.5)
滋賀 | 滋賀 |  | general | (51.2, 58.0, 19.6)
コシヒカリ |  |  | コシヒカリ | (18.8, 21.6, 8.0)
キヌヒカリ |  |  | キヌヒカリ | (9.4, 11.3, 3.5)
日本晴 |  |  | 日本晴 | (3.9, 4.9, 0.7)
京都 | 京都 |  | general | (9.2, 8.8, 3.4)
コシヒカリ |  |  | コシヒカリ | (5.3, 5.6, 1.9)
キヌヒカリ |  |  | キヌヒカリ | (2.1, 2.2, 1.0)
ヒノヒカリ |  |  | ヒノヒカリ | (0.9, 0.8, 0.2)
大阪 | 大阪 |  | general | 
兵庫 | 兵庫 |  | general | (39.9, 28.9, 15.6)
コシヒカリ |  |  | コシヒカリ | (10.8, 7.5, 4.1)
ヒノヒカリ |  |  | ヒノヒカリ | (3.6, 2.6, 1.0)
キヌヒカリ |  |  | キヌヒカリ | (3.3, 1.7, 1.0)
奈良 | 奈良 |  | general | (7.9, 2.3, 2.3)
ヒノヒカリ |  |  | ヒノヒカリ | (6.1, 1.7, 1.7)
和歌山 | 和歌山 |  | general | (0.9, 0.9, 0.3)
鳥取 | 鳥取 |  | general | (22.3, 18.2, 8.2)
コシヒカリ |  |  | コシヒカリ | (7.6, 6.7, 3.0)
きぬむすめ |  |  | きぬむすめ | (8.4, 6.2, 2.4)
ひとめぼれ |  |  | ひとめぼれ | (5.9, 5.0, 2.7)
島根 | 島根 |  | general | (36.9, 34.5, 11.3)
コシヒカリ |  |  | コシヒカリ | (16.0, 15.5, 5.5)
きぬむすめ |  |  | きぬむすめ | (14.0, 12.9, 3.0)
つや姫 |  |  | つや姫 | (4.4, 4.0, 1.4)
岡山 | 岡山 |  | general | (13.6, 14.4, 5.2)
アケボノ |  |  | アケボノ | (1.3, 1.8, 0.4)
あきたこまち |  |  | あきたこまち | (1.4, 1.6, 0.8)
ヒノヒカリ |  |  | ヒノヒカリ | (1.8, 1.8, 0.5)
広島 | 広島 |  | general | (32.3, 33.1, 11.7)
コシヒカリ |  |  | コシヒカリ | (13.8, 13.9, 5.3)
あきさかり |  |  | あきさかり | (5.8, 5.2, 1.7)
あきろまん |  |  | あきろまん | (3.1, 3.1, 0.7)
‐8‐ |  |  | ‐8‐ | 
