PDF: /Users/jackey/NUS Dropbox/Zeqi Chen/Tiffany/raw_data/2024/May2024.pdf
Title page: 40 | Table start page: 40
Parsing page: 40 (crop_right_ratio=0.65)
Numeric centers (xc): (202.27885707500002, 245.35907823499997, 331.579308205)
label | pref_hit | zenkoku_hit | brand | nums_by_x (decimals, 全国 allows ints)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
２令和５年産米の産地別契約・販売状況 |  |  | ２令和５年産米の産地別契約・販売状況 | 
（累計、うるち米、令 |  |  | （累計、うるち米、令 | 
指数比率 |  |  | 指数比率 | 
①②②/① |  |  | ①②②/① | 
北海道 | 北海道 |  | general | (276.7, 243.6, 136.3)
ななつぼし |  |  | ななつぼし | (133.6, 122.0, 67.4)
ゆめぴりか |  |  | ゆめぴりか | (79.1, 64.0, 36.0)
きらら３９７ |  |  | きらら３９７ | (18.6, 16.6, 4.5)
青森 | 青森 |  | general | (110.5, 97.4, 49.5)
まっしぐら |  |  | まっしぐら | (81.9, 73.5, 34.8)
つがるロマン |  |  | つがるロマン | (8.2, 6.3, 3.8)
岩手 | 岩手 |  | general | (111.7, 104.1, 35.6)
ひとめぼれ |  |  | ひとめぼれ | (84.1, 77.9, 24.4)
あきたこまち |  |  | あきたこまち | (8.2, 7.9, 3.1)
銀河のしずく |  |  | 銀河のしずく | (14.8, 13.8, 6.0)
宮城 | 宮城 |  | general | (153.6, 161.0, 52.6)
ひとめぼれ |  |  | ひとめぼれ | (116.6, 124.7, 37.2)
つや姫 |  |  | つや姫 | (14.9, 14.1, 5.2)
ササニシキ |  |  | ササニシキ | (9.2, 9.7, 3.5)
秋田 | 秋田 |  | general | (218.8, 231.6, 108.1)
あきたこまち |  |  | あきたこまち | (179.6, 195.1, 92.3)
ひとめぼれ |  |  | ひとめぼれ | (17.0, 17.3, 5.5)
めんこいな |  |  | めんこいな | (6.5, 6.2, 3.6)
山形 | 山形 |  | general | (176.2, 142.2, 76.2)
はえぬき |  |  | はえぬき | (94.1, 73.0, 36.9)
つや姫 |  |  | つや姫 | (40.8, 36.0, 22.0)
雪若丸 |  |  | 雪若丸 | (21.9, 15.6, 6.8)
福島 | 福島 |  | general | (120.9, 114.0, 34.1)
コシヒカリ（中通り） |  |  | コシヒカリ（中通り） | (38.0, 36.5, 12.7)
コシヒカリ（会津） |  |  | コシヒカリ（会津） | (28.3, 27.4, 5.5)
コシヒカリ（浜通り） |  |  | コシヒカリ（浜通り） | (5.0, 4.9, 1.3)
ひとめぼれ |  |  | ひとめぼれ | (21.9, 20.5, 4.7)
天のつぶ |  |  | 天のつぶ | (17.1, 16.0, 6.1)
茨城 | 茨城 |  | general | (62.5, 62.0, 30.5)
コシヒカリ |  |  | コシヒカリ | (43.3, 43.1, 19.6)
あきたこまち |  |  | あきたこまち | (7.3, 7.0, 5.6)
ふくまる |  |  | ふくまる | (2.9, 2.8, 1.6)
栃木 | 栃木 |  | general | (106.3, 83.5, 32.1)
コシヒカリ |  |  | コシヒカリ | (84.6, 67.1, 25.5)
とちぎの星 |  |  | とちぎの星 | (12.4, 10.2, 3.1)
あさひの夢 |  |  | あさひの夢 | (3.5, 2.4, 0.5)
群馬 | 群馬 |  | general | (17.1, 11.6, 3.6)
あさひの夢 |  |  | あさひの夢 | (11.6, 8.1, 2.4)
ゆめまつり |  |  | ゆめまつり | (1.5, 1.1, 0.2)
埼玉 | 埼玉 |  | general | (16.0, 14.8, 7.5)
彩のかがやき |  |  | 彩のかがやき | (4.5, 4.4, 2.0)
彩のきずな |  |  | 彩のきずな | (6.1, 5.2, 2.2)
コシヒカリ |  |  | コシヒカリ | (3.2, 3.0, 1.2)
千葉 | 千葉 |  | general | (52.2, 52.6, 39.0)
コシヒカリ |  |  | コシヒカリ | (26.5, 28.0, 19.1)
ふさこがね |  |  | ふさこがね | (9.9, 9.8, 7.7)
ふさおとめ |  |  | ふさおとめ | (9.5, 8.6, 7.2)
東京 | 東京 |  | general | 
神奈川 | 神奈川 |  | general | (3.4, 1.8, 1.8)
山梨 | 山梨 |  | general | (5.5, 2.8, 2.8)
コシヒカリ |  |  | コシヒカリ | (4.8, 2.2, 2.2)
長野 | 長野 |  | general | (62.9, 62.6, 22.2)
コシヒカリ |  |  | コシヒカリ | (50.5, 50.3, 16.1)
あきたこまち |  |  | あきたこまち | (6.0, 6.0, 2.2)
静岡 | 静岡 |  | general | (7.7, 5.4, 3.7)
コシヒカリ |  |  | コシヒカリ | (4.6, 3.5, 2.6)
きぬむすめ |  |  | きぬむすめ | (1.4, 0.9, 0.5)
にこまる |  |  | にこまる | (0.4, 0.3, 0.2)
契約 |  |  | 契約 | 
